"SNDB_record_number","SNDB_study_number","notes","latitude","longitude","elevation_m","MAT","MAP","climate_type","biome_name","treatment","treatment_level","lyr_top","lyr_btm","horizon","soil_type","ecosystem","wetland_type","plant_species","year_sampled","fraction_scheme","aggregate_size","gluN","murA","galN","manN","microbial_necromass_C","fungal_necromass_C","bacterial_necromass_C","bacterial_biomass_C","fungal_biomass_C","microbial_biomass_C","microbial_biomass_N","SOC","soil_C","soil_N","pH","pH_method","clay","silt","sand"
"2977","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","MAOM",,190,10,,,2031.6,1581.6,450,,,,,,,,,,,,
"2978","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","MAOM",,80,10,,,1041.6,591.6,450,,,,,,,,,,,,
"2979","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","MAOM",,170,20,,,2173.3,1273.3,900,,,,,,,,,,,,
"2980","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","MAOM",,120,20,,,1723.3,823.3,900,,,,,,,,,,,,
"2981","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","MAOM",,240,20,,,2803.3,1903.3,900,,,,,,,,,,,,
"2982","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","MAOM",,180,20,,,2263.3,1363.3,900,,,,,,,,,,,,
"2983","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","MAOM",,90,10,,,1131.6,681.6,450,,,,,,,,,,,,
"2984","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","MAOM",,250,20,,,2893.3,1993.3,900,,,,,,,,,,,,
"2985","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","MAOM",,80,10,,,1041.6,591.6,450,,,,,,,,,,,,
"2986","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","MAOM",,170,20,,,2173.3,1273.3,900,,,,,,,,,,,,
"2987","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","MAOM",,110,10,,,1311.6,861.6,450,,,,,,,,,,,,
"2988","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,340,20,,,3703.3,2803.3,900,,,,,,,,,,,,
"2989","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","MAOM",,150,10,,,1671.6,1221.6,450,,,,,,,,,,,,
"2990","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","MAOM",,250,20,,,2893.3,1993.3,900,,,,,,,,,,,,
"2991","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","MAOM",,260,20,,,2983.3,2083.3,900,,,,,,,,,,,,
"2992","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,4380,130,,,43601.2,37751.2,5850,,,,,,,,,,,,
"2993","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,4350,130,,,43331.2,37481.2,5850,,,,,,,,,,,,
"2994","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,4860,140,,,48242.8,41942.8,6300,,,,,,,,,,,,
"2995","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,6220,190,,,62091,53541,8550,,,,,,,,,,,,
"2996","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,5490,200,,,55842.6,46842.6,9000,,,,,,,,,,,,
"2997","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,4440,150,,,44784.4,38034.4,6750,,,,,,,,,,,,
"2998","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,4720,140,,,46982.8,40682.8,6300,,,,,,,,,,,,
"2999","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,6670,200,,,66462.6,57462.6,9000,,,,,,,,,,,,
"3000","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,5920,250,,,61320.7,50070.7,11250,,,,,,,,,,,,
"3001","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,7890,270,,,79694,67544,12150,,,,,,,,,,,,
"3002","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,6310,240,,,64509.1,53709.1,10800,,,,,,,,,,,,
"3003","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,3980,140,,,40322.8,34022.8,6300,,,,,,,,,,,,
"3004","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,6200,230,,,63197.5,52847.5,10350,,,,,,,,,,,,
"3005","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,7340,200,,,72492.6,63492.6,9000,,,,,,,,,,,,
"3006","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,5570,210,,,56884.2,47434.2,9450,,,,,,,,,,,,
"3007","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,4060,120,,,40399.6,34999.6,5400,,,,,,,,,,,,
"3008","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,5900,190,,,59211,50661,8550,,,,,,,,,,,,
"3009","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,580,210,,,11974.2,2524.2,9450,,,,,,,,,,,,
"3010","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,4360,130,,,43421.2,37571.2,5850,,,,,,,,,,,,
"3011","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,4110,150,,,41814.4,35064.4,6750,,,,,,,,,,,,
"3012","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,4750,160,,,47896.1,40696.1,7200,,,,,,,,,,,,
"3013","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,5460,170,,,54607.7,46957.7,7650,,,,,,,,,,,,
"3014","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,6910,230,,,69587.5,59237.5,10350,,,,,,,,,,,,
"3015","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,4750,170,,,48217.7,40567.7,7650,,,,,,,,,,,,
"3016","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,7860,330,,,81353.8,66503.8,14850,,,,,,,,,,,,
"3017","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,420,200,,,10212.6,1212.6,9000,,,,,,,,,,,,
"3018","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,6300,250,,,64740.7,53490.7,11250,,,,,,,,,,,,
"3019","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,5080,180,,,51509.3,43409.3,8100,,,,,,,,,,,,
"3020","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,6180,280,,,64625.6,52025.6,12600,,,,,,,,,,,,
"3021","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,4700,210,,,49054.2,39604.2,9450,,,,,,,,,,,,
"3022","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,6300,300,,,66348.9,52848.9,13500,,,,,,,,,,,,
"3023","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,6310,330,,,67403.8,52553.8,14850,,,,,,,,,,,,
"3024","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,6180,270,,,64304,52154,12150,,,,,,,,,,,,
"3025","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,5330,190,,,54081,45531,8550,,,,,,,,,,,,
"3026","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM+N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,6900,210,,,68854.2,59404.2,9450,,,,,,,,,,,,
"3027","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM+N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,4770,160,,,48076.1,40876.1,7200,,,,,,,,,,,,
"3028","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,7150,300,,,73998.9,60498.9,13500,,,,,,,,,,,,
"3029","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,3410,180,,,36479.3,28379.3,8100,,,,,,,,,,,,
"3030","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,5490,280,,,58415.6,45815.6,12600,,,,,,,,,,,,
"3031","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,730,270,,,15254,3104,12150,,,,,,,,,,,,
"3032","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,5970,210,,,60484.2,51034.2,9450,,,,,,,,,,,,
"3033","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,7100,310,,,73870.5,59920.5,13950,,,,,,,,,,,,
"3034","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,930,200,,,14802.6,5802.6,9000,,,,,,,,,,,,
"3035","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,680,250,,,14160.7,2910.7,11250,,,,,,,,,,,,
"3036","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,790,200,,,13542.6,4542.6,9000,,,,,,,,,,,,
"3037","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,5270,300,,,57078.9,43578.9,13500,,,,,,,,,,,,
"3038","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,720,200,,,12912.6,3912.6,9000,,,,,,,,,,,,
"3039","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,5480,190,,,55431,46881,8550,,,,,,,,,,,,
"3040","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","AM-N","15","30",,"Dystric Leptic Cambisols","forest",,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum","2022","POM",,650,190,,,11961,3411,8550,,,,,,,,,,,,
"3041","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,6220,250,,,64020.7,52770.7,11250,,,,,,,,,,,,
"3042","196",,39.15,-86.517,,12.18,1142.89,"temperate","Temperate Broadleaf & Mixed Forests","vegetation; amendment","ECM-N","0","15",,"Dystric Leptic Cambisols","forest",,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina","2022","POM",,8200,350,,,85057,69307,15750,,,,,,,,,,,,
"3043","190",,34.093,108.474,,14.74,608.63,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,9100,5300,3800,,,"300","114","21.06591716",,"0.73","7.1",,"40.61","5.5","53.89"
"3044","190",,34.095,109.274,,13.01,616.94,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,5900,3400,2500,,,"373","112","11.83294664",,"0.65","8.3",,"30.61","4.6","64.79"
"3045","190",,34.891,104.477,,3.78,585.53,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,1300,800,500,,,"291","105","3.886310905",,"0.52","7.4",,"39.88","4.2","55.92"
"3046","190",,34.533,105.161,,9.49,600.31,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,2100,1200,900,,,"312","104","5.684454756",,"0.82","6.3",,"39.77","5.3","54.93"
"3047","190",,34.534,106.429,,9.05,571.22,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,3300,1900,1400,,,"342","126","7.83062645",,"0.55","8.6",,"32.2","4.6","63.2"
"3048","190",,35.718,109.427,,11.15,607.49,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,5000,3200,1800,,,"371","121","10.20881671",,"0.78","8",,"34.53","5.2","60.27"
"3049","190",,34.895,107.674,,10.08,659.32,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,4000,2500,1500,,,"328","138","8.410672854",,"0.77","8.6",,"36.96","5.7","57.34"
"3050","190",,34.885,108.473,,10.78,588.51,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,4200,2300,1900,,,"317","93","12.55452436",,"0.63","7.1",,"30.3","5.9","63.8"
"3051","190",,34.894,109.274,,14.82,586.87,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,7500,3900,3600,,,"309","109","17.53364269",,"0.53","6.1",,"44.41","3","52.59"
"3052","190",,34.893,110.074,,14.32,713.84,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,4300,2500,1800,,,"290","102","13.62645012",,"0.89","6.2",,"45.01","4","50.99"
"3053","190",,34.892,110.873,,12.5,564.32,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,5900,3200,2700,,,"290","104","15.25058005",,"0.64","6",,"38.24","5.2","56.56"
"3054","190",,34.894,111.672,,12.94,581.04,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,2500,1600,900,,,"375","136","4.872389791",,"0.79","7.3",,"35.2","4.6","60.2"
"3055","190",,34.893,112.473,,14.18,628.22,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,3700,2300,1400,,,"323","101","9.07424594",,"0.76","7.6",,"36.89","3.5","59.61"
"3056","190",,34.892,113.272,,14.25,638.27,"temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,8400,4900,3500,,,"257","100","20.92088143",,"0.6","6.7",,"29.71","4.6","65.69"
"3057","190",,35.695,102.068,,1.99,447.73,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,1500,900,600,,,"251","114","2.668213457",,"0.72","7.2",,"39.45","5.6","54.95"
"3058","190",,35.694,102.875,,3,480.93,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,2700,1600,1100,,,"250","94","5.046403712",,"0.6","8",,"34.93","3.1","61.97"
"3059","190",,35.693,103.676,,6.83,403.16,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,3900,2100,1800,,,"301","120","8.990719258",,"0.68","7.5",,"38.39","4.8","56.81"
"3060","190",,35.695,104.472,,6.74,397.01,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,2600,1500,1100,,,"250","110","4.466357309",,"0.67","7.4",,"38.65","4.7","56.65"
"3061","190",,35.695,105.277,,5.98,456.2,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,2700,1500,1200,,,"280","92","9.974950077",,"0.54","7.7",,"31.44","4.2","64.36"
"3062","190",,35.696,106.069,,5.82,497.73,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,2500,1400,1100,,,"290","126","7.424593968",,"0.58","7.8",,"29.77","5.5","64.73"
"3063","190",,35.691,106.88,,9.14,515.29,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,1300,800,500,,,"336","121","3.538283063",,"0.75","7.4",,"38.77","4.4","56.83"
"3064","190",,35.692,107.677,,9.76,563.95,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,1300,800,500,,,"303","100","2.42855763",,"0.67","8",,"35.02","5.5","59.48"
"3065","190",,35.704,108.474,,9.14,575.21,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,1500,900,600,,,"361","142","3.248259861",,"0.77","8.4",,"36.75","3.9","59.35"
