"SNDB_record_number","SNDB_study_number","notes","latitude","longitude","elevation_m","MAT","MAP","climate_type","biome_name","treatment","treatment_level","lyr_top","lyr_btm","horizon","soil_type","ecosystem","wetland_type","plant_species","year_sampled","fraction_scheme","aggregate_size","gluN","murA","galN","manN","microbial_necromass_C","fungal_necromass_C","bacterial_necromass_C","bacterial_biomass_C","fungal_biomass_C","microbial_biomass_C","microbial_biomass_N","SOC","soil_C","soil_N","pH","pH_method","clay","silt","sand"
"3066","190",,35.691,109.281,,11.15,607.49,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,1600,1100,500,,,"343","131","2.726218097",,"0.69","7.3",,"34.55","5.6","59.85"
"3067","190",,35.696,110.075,,8.96,570.75,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,2000,1200,800,,,"322","111","4.176334107",,"0.79","7.1",,"29.11","3.2","67.69"
"3068","190",,35.686,110.868,,10.84,543.32,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,2300,1400,900,,,"298","112","4.872389791",,"0.8","7",,"38.56","4.5","56.94"
"3069","190",,35.694,111.674,,12.64,548.71,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,4900,2800,2100,,,"384","117","9.39675174",,"0.72","8",,"30.58","4.3","65.12"
"3070","190",,35.695,112.476,,9.76,583.26,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,3600,2100,1500,,,"299","141","6.26450116",,"0.79","8.3",,"29.2","5.1","65.7"
"3071","190",,35.685,113.272,,9.18,543.48,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,4600,2800,1800,,,"307","141","8.584686775",,"0.71","8.3",,"33.43","5.5","61.07"
"3072","190",,36.499,101.28,,-0.74,373.18,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,4900,2800,2100,,,"327","97","15.4361949",,"0.66","8",,"45.52","5.9","48.58"
"3073","190",,36.493,102.074,,-1.16,403.06,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,3800,2100,1700,,,"324","113","13.91415313",,"0.85","7.7",,"36.43","5.4","58.17"
"3074","190",,36.494,102.878,,6.36,405.03,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,3100,2400,700,,,"229","68","7.192575406",,"0.43","9",,"30.21","5.8","63.99"
"3075","190",,36.486,103.609,,7.42,331.47,"arid","Deserts & Xeric Shrublands",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,2400,1300,1100,,,"307","108","7.83062645",,"0.62","8.8",,"32.11","3.7","64.19"
"3076","190",,36.485,104.486,,5.63,309.1,"arid","Deserts & Xeric Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,3200,1800,1400,,,"326","101","7.819519179",,"0.89","6.2",,"43.18","4","52.82"
"3077","190",,36.496,105.274,,6.08,333.26,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,3500,2300,1200,,,"217","65","6.206580151",,"0.4","7.7",,"29.87","4.3","65.83"
"3078","190",,36.478,106.088,,7.7,441.29,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,3500,1900,1600,,,"294","108","10.9380179",,"0.87","7.6",,"31.8","4.5","63.7"
"3079","190",,36.495,106.899,,7.53,479.92,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,4700,2600,2100,,,"266","102","13.82488479",,"0.69","7.8",,"36.46","5.2","58.34"
"3080","190",,36.502,107.675,,8.28,469.85,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,4400,2300,2100,,,"270","115","11.45842036",,"0.81","7.5",,"41.63","3.1","55.27"
"3081","190",,36.489,108.479,,8.64,545.47,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,1600,900,700,,,"365","118","3.944315545",,"0.6","9",,"31.45","5","63.55"
"3082","190",,36.485,109.277,,9.51,559.34,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,2600,1700,900,,,"231","64","4.872389791",,"0.63","7.6",,"29.16","3.8","67.04"
"3083","190",,36.494,110.074,,11.44,543.21,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,2000,1200,800,,,"369","146","5.916473318",,"0.57","7.9",,"31.42","6","62.58"
"3084","190",,36.491,110.874,,9.37,525.04,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,4300,2400,1900,,,"326","99","8.674234311",,"0.59","6.2",,"41.26","3.8","54.94"
"3085","190",,36.501,111.687,,10.64,507.51,"arid","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,2400,1300,1100,,,"284","101","5.493561448",,"0.79","7",,"42.72","3.4","53.88"
"3086","190",,36.49,112.494,,10.83,536.35,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,5600,3100,2500,,,"390","109","14.34674041",,"0.76","8.1",,"37.72","4.8","57.48"
"3087","190",,36.493,113.272,,11.8,555.27,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,4800,2700,2100,,,"223","68","9.955444166",,"0.61","7.9",,"34.13","5.1","60.77"
"3088","190",,37.261,101.415,,-2.09,505.18,"polar","Montane Grasslands & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,5800,3100,2700,,,"278","103","12.9350348",,"0.6","6.9",,"39.43","4.3","56.27"
"3089","190",,37.296,102.089,,-3.6,428.73,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,1600,900,700,,,"270","106","4.234338747",,"0.77","6.2",,"38.7","3.6","57.7"
"3090","190",,37.216,104.489,,8.4,252.06,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,2200,1300,900,,,"293","115","6.561926898",,"0.58","7.2",,"44.06","5.4","50.54"
"3091","190",,37.359,105.283,,6.32,209.89,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,2300,1500,800,,,"321","103","6.67809663",,"0.83","7.7",,"37.35","5.8","56.85"
"3092","190",,37.292,106.074,,6.76,249.26,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,6600,3900,2700,,,"292","117","14.00520598",,"0.66","7.3",,"40.4","4.3","55.3"
"3093","190",,37.292,106.875,,7.89,313.72,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,4300,2400,1900,,,"353","126","8.692788936",,"0.66","8",,"37.83","3.9","58.27"
"3094","190",,37.295,107.669,,7.6,393.37,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,2400,1600,800,,,"250","70","5.104408353",,"0.58","9.9",,"30.45","3.1","66.45"
"3095","190",,37.297,108.479,,7.67,461.91,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,1900,900,1000,,,"279","91","4.69837587",,"0.63","7.2",,"32.67","3.6","63.73"
"3096","190",,37.294,109.273,,8.32,512.02,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,5400,2800,2600,,,"242","69","8.990719258",,"0.79","8.6",,"31.03","4","64.97"
"3097","190",,37.294,110.085,,9.96,507.74,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,1700,900,800,,,"281","95","5.162412993",,"0.9","6",,"43.53","5","51.47"
"3098","190",,37.297,110.872,,10.21,505.23,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,1500,900,600,,,"322","95","6.13493841",,"0.68","6.2",,"32.23","5.1","62.67"
"3099","190",,37.297,111.671,,10.96,504.36,"arid","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,3700,2100,1600,,,"228","60","7.853216249",,"0.71","7.5",,"32.19","3.3","64.51"
"3100","190",,37.289,112.474,,11.62,524.78,"arid","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,4600,2500,2100,,,"385","145","10.67037697",,"0.59","9",,"36.81","5.2","57.99"
"3101","190",,37.278,113.288,,7.44,468.14,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,5600,3200,2400,,,"212","70","11.24183831",,"0.79","9.5",,"30.92","4.8","64.28"
"3102","190",,38.091,106.078,,9.54,220.62,"arid","Temperate Conifer Forests",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,3700,2300,1400,,,"216","70","6.771661622",,"0.44","8.1",,"34.3","5.7","60"
"3103","190",,38.094,106.876,,8.37,241.39,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,1600,900,700,,,"233","58","2.236089123",,"0.74","8.6",,"28.91","3.3","67.79"
"3104","190",,38.074,107.064,,7.61,286.94,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,4300,2500,1800,,,"257","100","13.0974478",,"0.78","6.7",,"42.99","6","51.01"
"3105","190",,38.093,108.473,,8.14,344.77,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,5200,2900,2300,,,"370","145","11.54292343",,"0.66","7",,"37.44","5","57.56"
"3106","190",,38.096,109.266,,8.79,423.39,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,3500,1900,1600,,,"330","96","8.758700696",,"0.55","7.9",,"38.7","3.7","57.6"
"3107","190",,38.095,110.075,,8.7,421.49,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,2100,1500,600,,,"242","60","5.452436195",,"0.77","8.2",,"31.83","5.8","62.37"
"3108","190",,38.115,110.882,,8.9,467.7,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,4400,2600,1800,,,"312","118","7.359828142",,"0.57","8.4",,"37.29","3","59.71"
"3109","190",,38.097,111.698,,7.37,460.91,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,3500,2100,1400,,,"270","118","9.355465151",,"0.76","7.6",,"34.58","5.1","60.32"
"3110","190",,38.096,112.476,,5.51,443.41,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,3700,2300,1400,,,"324","127","7.914983118",,"0.71","8.3",,"35.87","3.6","60.53"
"3111","190",,38.1,113.274,,5.99,450.09,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,5000,2900,2100,,,"298","112","10.38792404",,"0.5","8",,"32.27","5.8","61.93"
"3112","190",,38.875,106.179,,9.38,186.72,"arid","Temperate Conifer Forests",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,4100,2300,1800,,,"302","103","10.50863209",,"0.85","7.8",,"36.36","3","60.64"
"3113","190",,38.889,106.85,,9.06,209.97,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,2900,1600,1300,,,"270","103","10.81874244",,"0.81","8",,"32.67","3.6","63.73"
"3114","190",,38.902,107.67,,7.86,277.72,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,2400,1300,1100,,,"291","116","7.192575406",,"0.85","6.6",,"33.1","5.9","61"
"3115","190",,38.867,108.376,,7.78,307.77,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,4200,2300,1900,,,"368","147","9.686774942",,"0.61","9",,"34.25","5.5","60.25"
"3116","190",,38.882,109.314,,8,398.02,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,1900,1300,600,,,"300","112","4.002320186",,"0.56","7.4",,"38.3","4.8","56.9"
"3117","190",,38.888,110.069,,7.89,423.94,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,2600,1500,1100,,,"296","103","5.275676616",,"0.81","7.9",,"32.08","5.7","62.22"
"3118","190",,38.893,110.874,,8.24,460.39,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,1200,700,500,,,"275","98","3.889514223",,"0.62","7.5",,"40.57","4","55.43"
"3119","190",,38.885,111.664,,4,457.11,"cold/snow","Temperate Grasslands, Savannas & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,3200,1700,1500,,,"274","112","10.35192628",,"0.78","7",,"37.27","3.9","58.83"
"3120","190",,38.888,112.485,,3.74,452.21,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,2800,1500,1300,,,"309","95","8.004640371",,"0.88","7.2",,"37.35","5.3","57.35"
"3121","190",,38.87,113.281,,6.29,578.27,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,1500,900,600,,,"220","70","2.68726275",,"0.68","7.2",,"34.83","3.6","61.57"
"3122","190",,39.694,106.873,,9.21,163.1,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,3000,1900,1100,,,"219","55","4.814385151",,"0.75","8.2",,"28.68","5","66.32"
"3123","190",,39.705,107.683,,7.01,227.43,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,1200,700,500,,,"283","119","3.828306265",,"0.76","7.1",,"41.74","3.9","54.36"
"3124","190",,39.694,108.475,,7.01,264.19,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,3800,2300,1500,,,"221","60","7.366589327",,"0.45","9.4",,"29.37","4.9","65.73"
"3125","190",,39.698,109.268,,5.62,378,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,1200,700,500,,,"253","103","2.54444",,"0.66","7.3",,"29.35","5.1","65.55"
"3126","190",,39.687,110.07,,6.41,397.36,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,2300,1400,900,,,"283","116","7.274783626",,"0.53","6.3",,"40.1","3.5","56.4"
"3127","190",,39.694,110.874,,7.12,396.88,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,1000,600,400,,,"317","103","3.16275615",,"0.89","6.2",,"43.04","4.5","52.46"
"3128","190",,39.694,111.674,,5.71,400.16,"cold/snow","Montane Grasslands & Shrublands",,,"0","10",,,"forest",,,"2021","bulk soil",,,,,,2000,1500,500,,,"358","121","5.147032358",,"0.72","8.1",,"29.24","3.6","67.16"
"3129","190",,39.692,112.476,,5.01,418.89,"cold/snow","Temperate Grasslands, Savannas & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,3500,1900,1600,,,"302","97","12.0369488",,"0.81","7.8",,"38.15","3","58.85"
"3130","190",,39.693,113.274,,8.07,450.82,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,1200,700,500,,,"308","115","3.862849339",,"0.62","6",,"39.82","4.9","55.28"
"3131","190",,39.689,114.075,,9.66,398.04,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,3600,1900,1700,,,"259","106","9.324755814",,"0.74","7.5",,"36.22","4","59.78"
"3132","190",,40.501,106.863,,8.39,136.77,"arid","Deserts & Xeric Shrublands",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,3900,2800,1100,,,"222","63","9.512761021",,"0.51","8.4",,"29.72","5.5","64.78"
"3133","190",,40.511,107.356,,8.44,143.43,"arid","Deserts & Xeric Shrublands",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,2300,1400,900,,,"212","56","5.336426914",,"0.5","9.1",,"34.78","4.5","60.72"
"3134","190",,40.402,108.503,,5.82,306.1,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,1900,1100,800,,,"239","60","4.350348028",,"0.49","7.6",,"34.16","5.3","60.54"
"3135","190",,40.49,109.277,,5.82,361.64,"arid","Montane Grasslands & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,2900,1800,1100,,,"274","100","6.612529002",,"0.73","6.5",,"37.23","4.2","58.57"
"3136","190",,40.496,110.071,,6.11,377.94,"arid","Temperate Grasslands, Savannas & Shrublands",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,3500,2100,1400,,,"221","66","6.856338595",,"0.75","8.5",,"29.96","3.8","66.24"
"3137","190",,40.489,111.871,,5.87,359.03,"cold/snow","Temperate Grasslands, Savannas & Shrublands",,,"0","10",,,"cropland",,,"2021","bulk soil",,,,,,3900,2300,1600,,,"229","55","7.12853433",,"0.72","7.4",,"31.01","5.4","63.59"
"3138","190",,40.495,111.672,,5.87,359.03,"cold/snow","Temperate Grasslands, Savannas & Shrublands",,,"0","10",,,"shrubland",,,"2021","bulk soil",,,,,,4400,2300,2100,,,"255","106","11.73316779",,"0.87","7.8",,"29.46","4","66.54"
"3139","190",,40.494,114.073,,3.17,384.52,"cold/snow","Temperate Grasslands, Savannas & Shrublands",,,"0","10",,,"grassland",,,"2021","bulk soil",,,,,,2100,1300,800,,,"262","107","6.025346291",,"0.65","7",,"38.75","3.3","57.95"
"3140","190",,34.093,108.474,,14.74,608.63,"temperate","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,7800,4700,3100,,,,,"16.88617342",,,,,,,
"3141","190",,34.095,109.274,,13.01,616.94,"temperate","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,5200,2900,2300,,,,,"8.468677494",,,,,,,
"3142","190",,34.891,104.477,,3.78,585.53,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,800,600,200,,,,,"2.610208817",,,,,,,
"3143","190",,34.533,105.161,,9.49,600.31,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,1500,800,700,,,,,"4.176334107",,,,,,,
"3144","190",,34.534,106.429,,9.05,571.22,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,2700,1600,1100,,,,,"6.960556845",,,,,,,
"3145","190",,35.718,109.427,,11.15,607.49,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,4300,2800,1500,,,,,"7.598607889",,,,,,,
"3146","190",,34.895,107.674,,10.08,659.32,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,3500,2100,1400,,,,,"6.438515081",,,,,,,
"3147","190",,34.885,108.473,,10.78,588.51,"temperate","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,3700,2100,1600,,,,,"9.032482599",,,,,,,
"3148","190",,34.894,109.274,,14.82,586.87,"temperate","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,6000,3100,2900,,,,,"12.60324826",,,,,,,
"3149","190",,34.893,110.074,,14.32,713.84,"temperate","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,3700,2100,1600,,,,,"11.23433875",,,,,,,
"3150","190",,34.892,110.873,,12.5,564.32,"temperate","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,4900,2600,2300,,,,,"11.43851508",,,,,,,
"3151","190",,34.894,111.672,,12.94,581.04,"temperate","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,2000,1300,700,,,,,"3.596287703",,,,,,,
"3152","190",,34.893,112.473,,14.18,628.22,"temperate","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,3300,2100,1200,,,,,"7.378190255",,,,,,,
"3153","190",,34.892,113.272,,14.25,638.27,"temperate","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,7300,4200,3100,,,,,"14.65561172",,,,,,,
"3154","190",,35.695,102.068,,1.99,447.73,"cold/snow","Montane Grasslands & Shrublands",,,"10","20",,,,,,"2021","bulk soil",,,,,,1100,700,400,,,,,"1.914153132",,,,,,,
"3155","190",,35.694,102.875,,3,480.93,"cold/snow","Montane Grasslands & Shrublands",,,"10","20",,,,,,"2021","bulk soil",,,,,,2200,1300,900,,,,,"3.596287703",,,,,,,
"3156","190",,35.693,103.676,,6.83,403.16,"cold/snow","Montane Grasslands & Shrublands",,,"10","20",,,,,,"2021","bulk soil",,,,,,3100,1700,1400,,,,,"8.236658933",,,,,,,
"3157","190",,35.695,104.472,,6.74,397.01,"arid","Montane Grasslands & Shrublands",,,"10","20",,,,,,"2021","bulk soil",,,,,,2000,1200,800,,,,,"2.262180974",,,,,,,
"3158","190",,35.695,105.277,,5.98,456.2,"cold/snow","Montane Grasslands & Shrublands",,,"10","20",,,,,,"2021","bulk soil",,,,,,2000,1200,800,,,,,"6.50556094",,,,,,,
"3159","190",,35.696,106.069,,5.82,497.73,"cold/snow","Montane Grasslands & Shrublands",,,"10","20",,,,,,"2021","bulk soil",,,,,,2100,1200,900,,,,,"4.872389791",,,,,,,
"3160","190",,35.691,106.88,,9.14,515.29,"cold/snow","Montane Grasslands & Shrublands",,,"10","20",,,,,,"2021","bulk soil",,,,,,900,600,300,,,,,"2.552204176",,,,,,,
"3161","190",,35.692,107.677,,9.76,563.95,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,800,500,300,,,,,"1.932059172",,,,,,,
"3162","190",,35.704,108.474,,9.14,575.21,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,1000,600,400,,,,,"2.494199536",,,,,,,
"3163","190",,35.691,109.281,,11.15,607.49,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,1200,900,300,,,,,"2.030162413",,,,,,,
"3164","190",,35.696,110.075,,8.96,570.75,"cold/snow","Temperate Broadleaf & Mixed Forests",,,"10","20",,,,,,"2021","bulk soil",,,,,,1300,800,500,,,,,"2.610208817",,,,,,,
