SNDB_record_number,SNDB_study_number,notes,Latitude,Longitude,lat_lon_notes,elevation_m,MAT,MAP,ClimateTypes,biome_name,treatment,treatment_level,lyrtop_cm,lyrbot_cm,horizon,soil_type,ecosystem,wetland_type,plant_species,year_sampled,fraction_scheme,aggregate_size,gluN,murA,galN,manN,microbial_necromass_C,fungal_necromass_C,bacterial_necromass_C,bacterial_biomass_C,fungal_biomass_C,microbial_biomass_C,microbial_biomass_N,soc,soil_C,soil_N,pH,pH_method,clay,silt,sand
1112,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Control-bulk soil,0,2.5,,Cambisols,forest,,,,bulk soil,,274,32.8,,,3520.943725,2044.943725,1476,,,,,,27.2,,7.58696,,5,9,86
1113,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Control-Siol density fractions-1.65,0,2.5,,Cambisols,forest,,,,aggregate,<1.65g/cm3,54,3.5,,,598.5702145,441.0702145,157.5,,,,,,8.6,,3.9,,7,13,80
1114,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Control-Siol density fractions-1 .65-1.85,0,2.5,,Cambisols,forest,,,,aggregate,1.65-1.85g/cm3,34,1.9,,,367.109545,281.609545,85.5,,,,,,4.9,,3.9,,7,13,80
1115,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Control-Siol density fractions-1.85-2.4,0,2.5,,Cambisols,forest,,,,aggregate,1.85-2.40g/cm3,83,7.8,,,997.8707638,646.8707638,351,,,,,,9,,3.9,,7,13,80
1116,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Control-Siol density fractions-2.4-2.65,0,2.5,,Cambisols,forest,,,,aggregate,2.40-2.65g/cm3,39,6.2,,,550.4100943,271.4100943,279,,,,,,2.5,,3.9,,7,13,80
1117,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Beech leavesl-bulk soil,0,2.5,,Cambisols,forest,,,,bulk soil,,280,38.4,,,3755.056068,2027.056068,1728,,,,,,27.2,,3.9,,7,13,80
1118,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Beech leaves-Siol density fractions-1.65,0,2.5,,Cambisols,forest,,,,aggregate,<1.65g/cm3,55,4.3,,,633.3005493,439.8005493,193.5,,,,,,8.6,,3.9,,7,13,80
1119,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Beech leaves-Siol density fractions-1 .65-1.85,0,2.5,,Cambisols,forest,,,,aggregate,1.65-1.85g/cm3,43,3.7,,,506.0027982,339.5027982,166.5,,,,,,4.9,,3.9,,7,13,80
1120,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Beech leaves-Siol density fractions-1.85-2.4,0,2.5,,Cambisols,forest,,,,aggregate,1.85-2.40g/cm3,75,6.8,,,893.7078454,587.7078454,306,,,,,,9,,3.9,,7,13,80
1121,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Beech leaves-Siol density fractions-2.4-2.65,0,2.5,,Cambisols,forest,,,,aggregate,2.40-2.65g/cm3,36,4.9,,,481.5983004,261.0983004,220.5,,,,,,2.5,,3.9,,7,13,80
1122,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Glycine-bulk soil,0,2.5,,Cambisols,forest,,,,bulk soil,,243,29,,,3119.724635,1814.724635,1305,,,,,,27.2,,3.9,,7,13,80
1123,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Glycine-Siol density fractions-1.65,0,2.5,,Cambisols,forest,,,,aggregate,<1.65g/cm3,46,2.6,,,497.6235879,380.6235879,117,,,,,,8.6,,3.9,,7,13,80
1124,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Glycine-Siol density fractions-1 .65-1.85,0,2.5,,Cambisols,forest,,,,aggregate,1.65-1.85g/cm3,37,3,,,429.4887553,294.4887553,135,,,,,,4.9,,3.9,,7,13,80
1125,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Glycine-Siol density fractions-1.85-2.4,0,2.5,,Cambisols,forest,,,,aggregate,1.85-2.40g/cm3,67,6.4,,,808.842678,520.842678,288,,,,,,9,,3.9,,7,13,80
1126,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Glycine-Siol density fractions-2.4-2.65,0,2.5,,Cambisols,forest,,,,aggregate,2.40-2.65g/cm3,37,5.5,,,509.8960514,262.3960514,247.5,,,,,,2.5,,3.9,,7,13,80
1127,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Glycine-bulk soil,0,2.5,,Cambisols,forest,,,,bulk soil,,271,35.1,,,3567.918437,1988.418437,1579.5,,,,,,27.2,,3.9,,7,13,80
1128,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Glycine-Siol density fractions-1.66,0,2.5,,Cambisols,forest,,,,aggregate,<1.65g/cm3,44,4.3,,,534.3005493,340.8005493,193.5,,,,,,8.6,,3.9,,7,13,80
1129,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Glycine-Siol density fractions-1 .65-1.86,0,2.5,,Cambisols,forest,,,,aggregate,1.65-1.85g/cm3,33,3.2,,,399.921339,255.921339,144,,,,,,4.9,,3.9,,7,13,80
1130,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Glycine-Siol density fractions-1.85-2.5,0,2.5,,Cambisols,forest,,,,aggregate,1.85-2.40g/cm3,87,8.1,,,1043.519639,679.0196394,364.5,,,,,,9,,3.9,,7,13,80
1131,77,"aggregates as density fractions, not size",49.52,10.27,,390,9.68,659.91,temperate,Temperate Broadleaf & Mixed Forests,substrate,Glycine-Siol density fractions-2.4-2.66,0,2.5,,Cambisols,forest,,,,aggregate,2.40-2.65g/cm3,34,5.5,,,482.8960514,235.3960514,247.5,,,,,,2.5,,3.9,,7,13,80
1132,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,>2mm,1322.92,114.583,,,15591.60368,10435.36868,5156.235,,,,,,26.4,2.08,,,37,28,35
1133,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,0.250-2mm,1437.5,125.694,,,16980.18587,11323.95587,5656.23,,,,,,26.4,2.08,5.84,,,,
1134,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,0.053-0.250mm,1572.92,136.806,,,18556.36022,12400.09022,6156.27,,,,,,26.4,2.08,5.84,,,,
1135,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,<0.053mm,1666.67,140.972,,,19534.10094,13190.36094,6343.74,,,,,,26.4,2.08,5.84,,,,
1136,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,>2mm,1145.83,102.083,,,13595.7572,9002.022203,4593.735,,,,,,28.8,2.2,5.84,,,,
1137,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,0.250-2mm,1250,115.278,,,14957.67691,9770.166912,5187.51,,,,,,28.8,2.2,5.94,,,,
1138,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,0.053-0.250mm,1395.83,124.306,,,16560.51374,10966.74374,5593.77,,,,,,28.8,2.2,5.94,,,,
1139,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,<0.053mm,1427.08,122.917,,,16797.08945,11265.82445,5531.265,,,,,,28.8,2.2,5.94,,,,
1140,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,>2mm,1187.5,103.472,,,14015.4615,9359.221497,4656.24,,,,,,29.4,2.34,5.94,,,,
1141,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,0.250-2mm,1281.25,113.194,,,15171.89939,10078.16939,5093.73,,,,,,29.4,2.34,6.03,,,,
1142,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,0.053-0.250mm,1270.83,115.972,,,15167.46798,9948.727977,5218.74,,,,,,29.4,2.34,6.03,,,,
1143,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,<0.053mm,1260.42,120.139,,,15207.80086,9801.545859,5406.255,,,,,,29.4,2.34,6.03,,,,
1144,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,>2mm,802.083,84.7222,,,9943.660209,6131.161209,3812.499,,,,,,30.2,2.61,6.03,,,,
1145,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,0.250-2mm,885.417,90.9722,,,10894.68445,6800.935449,4093.749,,,,,,30.2,2.61,6.13,,,,
1146,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,0.053-0.250mm,864.583,80.5556,,,10372.15019,6747.148193,3625.002,,,,,,30.2,2.61,6.13,,,,
1147,76,,47.43,126.63,,,1.97,543.87,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Udolls,cropland,,,,aggregate,<0.053mm,843.75,81.9444,,,10229.32105,6541.823054,3687.498,,,,,,30.2,2.61,6.13,,,,
1148,75,,51.24,9.25,,132,8.27,715.06,temperate,Temperate Broadleaf & Mixed Forests,,,43961,,,Colluvic Cambisols,cropland,,,,bulk soil,,560,39,,,6294.353819,4539.353819,1755,,,207.5,59.1,,12.79,1.18,7.7,,19,79,2
1149,75,,51.24,9.25,,132,8.27,715.06,temperate,Temperate Broadleaf & Mixed Forests,,,40,50,,Colluvic Cambisols,cropland,,,,bulk soil,,625,44,,,7040.168411,5060.168411,1980,,,54.7,12.9,,7.95,0.71,7.9,,21,77,2
1150,75,,51.24,9.25,,132,8.27,715.06,temperate,Temperate Broadleaf & Mixed Forests,,,50,60,,Colluvic Cambisols,cropland,,,,bulk soil,,583,41,,,6565.679656,4720.679656,1845,,,56.7,10.8,,8.27,0.74,7.9,,23,76,1
1151,75,,51.24,9.25,,132,8.27,715.06,temperate,Temperate Broadleaf & Mixed Forests,,,75,85,,Colluvic Cambisols,cropland,,,,bulk soil,,494,34,,,5539.539227,4009.539227,1530,,,36.4,6.7,,10.11,0.71,7.9,,30,69,1
1152,75,,51.24,9.25,,132,8.27,715.06,temperate,Temperate Broadleaf & Mixed Forests,,,43961,,,Haplic Luvisols,cropland,,,,bulk soil,,417,29,,,4685.724635,3380.724635,1305,,,151.9,45.2,,11.52,1.09,7.4,,20,78,2
1153,75,,51.24,9.25,,132,8.27,715.06,temperate,Temperate Broadleaf & Mixed Forests,,,40,50,,Haplic Luvisols,cropland,,,,bulk soil,,338,24,,,3813.910043,2733.910043,1080,,,46.2,6.3,,4.24,0.37,7.4,,29,70,2
1154,75,,51.24,9.25,,132,8.27,715.06,temperate,Temperate Broadleaf & Mixed Forests,,,50,60,,Haplic Luvisols,cropland,,,,bulk soil,,287,20,,,3226.258369,2326.258369,900,,,34.4,4.6,,3.69,0.32,7.6,,28,70,2
1155,75,,51.24,9.25,,132,8.27,715.06,temperate,Temperate Broadleaf & Mixed Forests,,,75,85,,Haplic Luvisols,cropland,,,,bulk soil,,217,15,,,2435.443777,1760.443777,675,,,27.3,3.2,,2.84,0.25,7.6,,25,73,1
1156,74,,23.167,112.167,,,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,fertilizer,control,0,10,,oxisols,forest,,Evergreen broadleaved forest,,bulk soil,,1372.18,119.6,480.24,,16196.30505,10814.30505,5382,,,,,37.77,,2.54,3.91,,29.3,32.9,37.8
1157,74,,23.167,112.167,,,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,fertilizer,low-N,0,10,,oxisols,forest,,Evergreen broadleaved forest,,bulk soil,,1365.85,108.53,450.88,,15783.29154,10899.44154,4883.85,,,,,47.57,,3.21,3.81,,29.3,32.9,37.8
1158,74,,23.167,112.167,,,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,fertilizer,medium-N,0,10,,oxisols,forest,,Evergreen broadleaved forest,,bulk soil,,1411.9,128.69,526.36,,16846.14597,11055.09597,5791.05,,,,,47.38,,3.28,3.77,,29.3,32.9,37.8
1159,74,,23.167,112.167,,,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,fertilizer,high-N,0,10,,oxisols,forest,,Evergreen broadleaved forest,,bulk soil,,1040.69,130.67,462.94,,13568.93855,7688.788553,5880.15,,,,,47.92,,3.31,3.75,,29.3,32.9,37.8
1160,73,,55.41,12.16,,18,7.71,570.64,temperate,Temperate Broadleaf & Mixed Forests,,,0,20,,Luvisols,cropland,,,,bulk soil,,987,64,449,,10941.42678,8061.42678,2880,,,,,,15.4,1.6,,,12.6,14.3,69.8
1161,73,,55.41,12.16,,18,7.71,570.64,temperate,Temperate Broadleaf & Mixed Forests,,,0,20,,Luvisols,cropland,,,,bulk soil,,1127,83,490,,12812.52223,9077.522231,3735,,,,,,20.4,2.1,,,12.6,14.3,69.8
1162,73,,55.41,12.16,,18,7.71,570.64,temperate,Temperate Broadleaf & Mixed Forests,,,0,20,,Luvisols,cropland,,,,bulk soil,,1097,94,609,,12896.31433,8666.314333,4230,,,,,,24.8,2.5,,,12.6,14.3,69.8
1163,73,,55.41,12.16,,18,7.71,570.64,temperate,Temperate Broadleaf & Mixed Forests,,,0,20,,Luvisols,cropland,,,,bulk soil,,1250,93,658,,14241.15142,10056.15142,4185,,,,,,21.8,2.1,,,12.6,14.3,69.8
1164,72,,37.44,-119.34,,1200,5.66,799.29,temperate,Temperate Conifer Forests,,Pinus ponderosa-basalt,6,18.7,,Ultic Haploxeralfs,forest,,,,bulk soil,,1256.95,78.7,,,13843.77168,10302.27168,3541.5,,,,,,42.5,3.08,4.55,,9.9,80.2,9.9
1165,72,,37.44,-119.34,,1800,5.66,799.29,temperate,Temperate Conifer Forests,,Abies concolor-basalt,6,18.7,,Humic Dystroxerepts,forest,,,,bulk soil,,567.518,78.8201,,,7642.746448,4095.841948,3546.9045,,,,,,81.18,,,,29.3,33,37.8
1166,72,,37.44,-119.34,,2350,5.66,799.29,temperate,Temperate Conifer Forests,,Abies magnifica-basalt,6,18.7,,Dystric Xeropsamments,forest,,,,bulk soil,,343.02,76.3454,,,5542.670874,2107.127874,3435.543,,,,,,28.57,,6.2,,26.8,,
1167,72,,37.44,-119.34,,1200,5.66,799.29,temperate,Temperate Conifer Forests,,Pinus ponderosa-granite,6,18.7,,Ultic Haploxeralfs,forest,,,,bulk soil,,543.873,39.3202,,,6159.509386,4390.100386,1769.409,,,,,,41.25,,6.5,,6.3,,
1168,72,,37.44,-119.34,,1800,5.66,799.29,temperate,Temperate Conifer Forests,,Abies concolor-granite,6,18.7,,Humic Dystroxerepts,forest,,,,bulk soil,,821.045,57.9602,,,9253.574185,6645.365185,2608.209,,,,,,52.17,,5.8,,6.7,,
1169,72,,37.44,-119.34,,2350,5.66,799.29,temperate,Temperate Conifer Forests,,Abies magnifica-granite,6,18.7,,Dystric Xeropsamments,forest,,,,bulk soil,,413.251,59.1468,,,5621.592704,2959.986704,2661.606,,,,,,35.98,,5.4,,14,,
1170,72,,37.44,-119.34,,1200,5.66,799.29,temperate,Temperate Conifer Forests,,Pinus ponderosa-andesite,6,18.7,,Ultic Haploxeralfs,forest,,,,bulk soil,,378.975,37.9739,,,4632.126449,2923.300949,1708.8255,,,,,,24.52,,6,,7.7,,
1171,72,,37.44,-119.34,,1800,5.66,799.29,temperate,Temperate Conifer Forests,,Abies concolor-andesite,6,18.7,,Humic Dystroxerepts,forest,,,,bulk soil,,1136.83,103.362,,,13555.89358,8904.603576,4651.29,,,,,,120.33,,5.5,,8.7,,
1172,72,,37.44,-119.34,,2350,5.66,799.29,temperate,Temperate Conifer Forests,,Abies magnifica-andesite,6,18.7,,Dystric Xeropsamments,forest,,,,bulk soil,,1209.74,106.986,,,14328.64199,9514.271992,4814.37,,,,,,89.7,,6,,25.4,,
1173,72,,37.44,-119.34,,1200,5.66,799.29,temperate,Temperate Conifer Forests,,Pinus ponderosa-basalt,17,38,,Ultic Haploxeralfs,forest,,,,bulk soil,,732.786,57.3583,,,8439.884325,5858.760825,2581.1235,,,,,,66.83,,5.8,,9.4,,
1174,72,,37.44,-119.34,,1800,5.66,799.29,temperate,Temperate Conifer Forests,,Abies concolor-basalt,17,38,,Humic Dystroxerepts,forest,,,,bulk soil,,477.937,,,,,,,,,,,,14.53,,5.5,,7.7,,
1175,72,,37.44,-119.34,,2350,5.66,799.29,temperate,Temperate Conifer Forests,,Abies magnifica-basalt,17,38,,Dystric Xeropsamments,forest,,,,bulk soil,,591.404,69.2308,,,7549.300574,4433.914574,3115.386,,,,,,23.43,,6.2,,26.8,,
1176,72,,37.44,-119.34,,1200,5.66,799.29,temperate,Temperate Conifer Forests,,Pinus ponderosa-granite,17,38,,Ultic Haploxeralfs,forest,,,,bulk soil,,642.98,73.6842,,,8156.718915,4840.929915,3315.789,,,,,,18.28,,6.5,,6.3,,
1177,72,,37.44,-119.34,,1800,5.66,799.29,temperate,Temperate Conifer Forests,,Abies concolor-granite,17,38,,Humic Dystroxerepts,forest,,,,bulk soil,,75.6447,8.09717,,,941.2309183,576.8582683,364.37265,,,,,,49.48,,5.8,,6.7,,
1178,72,,37.44,-119.34,,2350,5.66,799.29,temperate,Temperate Conifer Forests,,Abies magnifica-granite,17,38,,Dystric Xeropsamments,forest,,,,bulk soil,,140.974,15.3846,,,1763.579635,1071.272635,692.307,,,,,,10.16,,5.4,,14,,
1179,72,,37.44,-119.34,,1200,5.66,799.29,temperate,Temperate Conifer Forests,,Pinus ponderosa-andesite,17,38,,Ultic Haploxeralfs,forest,,,,bulk soil,,110.029,10.1215,,,1315.797979,860.330479,455.4675,,,,,,10.2,,6,,7.7,,
1180,72,,37.44,-119.34,,1800,5.66,799.29,temperate,Temperate Conifer Forests,,Abies concolor-andesite,17,38,,Humic Dystroxerepts,forest,,,,bulk soil,,391.977,29.9595,,,4491.377955,3143.200455,1348.1775,,,,,,25.61,,5.5,,8.7,,
1181,72,,37.44,-119.34,,2350,5.66,799.29,temperate,Temperate Conifer Forests,,Abies magnifica-andesite,17,38,,Dystric Xeropsamments,forest,,,,bulk soil,,1103.72,79.3522,,,12485.67834,8914.829337,3570.849,,,,,,64.35,,6,,25.4,,
1182,71,"MNC is 0, but verified in primary literature",23.11,112.34,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,,,O horizon,,forest,,,,bulk soil,,3900,0,290,,35100,35100,0,,,,,497.2,,,,,7.7,,
1183,71,,23.11,112.33,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,,,O horizon,,forest,,,,bulk soil,,2800,7,160,,25425.14043,25110.14043,315,,,,,491.2,,,3.55,,29.3,,
1184,71,,23.11,112.33,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,,,O horizon,,forest,,,,bulk soil,,2800,20,540,,25843.25837,24943.25837,900,,,,,173.9,,,3.55,,29.3,,
1185,71,,23.11,112.34,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,,forest,,,,bulk soil,,691,59,237,,8116.612188,5461.612188,2655,,,,,21.6,,,3.55,,29.3,,
1186,71,,23.11,112.33,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,10,20,,,forest,,,,bulk soil,,266,34,103,,3487.539227,1957.539227,1530,,,,,7.4,,,,,29.3,,
1187,71,,23.11,112.33,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,20,40,,,forest,,,,bulk soil,,198,24,84,,2553.910043,1473.910043,1080,,,,,5.8,,,,,29.3,,
1188,71,,23.11,112.34,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,,forest,,,,bulk soil,,1114,120,335,,13885.55021,8485.550213,5400,,,,,25,,,,,29.3,,
1189,71,,23.11,112.33,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,10,20,,,forest,,,,bulk soil,,489,86,166,,7167.010986,3297.010986,3870,,,,,10,,,,,29.3,,
1190,71,,23.11,112.33,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,20,40,,,forest,,,,bulk soil,,232,39,84,,3342.353819,1587.353819,1755,,,,,6.1,,,,,29.3,,
1191,71,,23.11,112.34,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,0,10,,,forest,,,,bulk soil,,1457,215,508,,20028.02746,10353.02746,9675,,,,,39.1,,,,,29.3,,
1192,71,,23.11,112.33,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,10,20,,,forest,,,,bulk soil,,679,162,222,,11321.39279,4031.392787,7290,,,,,15.2,,,,,29.3,,
1193,71,,23.11,112.33,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,,,20,40,,,forest,,,,bulk soil,,471,127,170,,8323.690642,2608.690642,5715,,,,,13.3,,,,,29.3,,
1194,70,,34.66,102.52,,3009,0.55,565.14,snow,Montane Grasslands & Shrublands,,,0,20,,,grassland,,,,bulk soil,,1688,88,1191,,18022.33682,14062.33682,3960,,,,,,45.5,3.2,,,,,
1195,70,,34.66,102.52,,3009,0.55,565.14,snow,Montane Grasslands & Shrublands,,,0,20,,,cropland,,,,bulk soil,,1172,18,523,,11126.93253,10316.93253,810,,,,,,33.4,2.2,,,,,
1196,70,,34.66,102.52,,3009,0.55,565.14,snow,Montane Grasslands & Shrublands,,,0,20,,,cropland,,,,bulk soil,,1184,35,535,,11781.70215,10206.70215,1575,,,,,,33.1,2.2,,,,,
1197,70,,34.59,102.49,,2968,-1.03,575.89,snow,Montane Grasslands & Shrublands,,,0,20,,,grassland,,,,bulk soil,,1802,94,1128,,19241.31433,15011.31433,4230,,,,,,41.2,3.1,7.41,,,,
1198,70,,34.59,102.49,,2968,-1.03,575.89,snow,Montane Grasslands & Shrublands,,,0,20,,,cropland,,,,bulk soil,,1178,47,668,,12113.65717,9998.657167,2115,,,,,,28.7,2.1,8.09,,,,
1199,69,,43.317,144.6,,,6.18,946.33,snow,Temperate Conifer Forests,,,0,10,,,forest,,,,bulk soil,,4600,190,,,47510.9545,38960.9545,8550,8550,38960.55,,,106.2,,7.1,,,19,,
1200,69,,43.317,144.6,,,6.18,946.33,snow,Temperate Conifer Forests,,,0,10,,,forest,,,,bulk soil,,4100,190,,,43010.9545,34460.9545,8550,8550,34460.55,,,86.7,,6.3,,,,,
1201,69,,43.317,144.6,,,6.18,946.33,snow,Temperate Conifer Forests,,,0,10,,,forest,,,,bulk soil,,3500,200,,,37932.58369,28932.58369,9000,9000,28932.15,,,90.8,,6,,,,,
1202,68,converted from AS-C to AS,42.367,128,42°20'~42°24'N/127°55'~128°06'E,,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,stand age,20 years,0,15,,alfisols,forest,,,,bulk soil,,5395.76,223.59,,,55753.14693,45691.59693,10061.55,10061.42,45691.16,,,139.09,,7.49,,,17.3,,
1203,68,converted from AS-C to AS,42.367,128,42°20'~42°24'N/127°55'~128°06'E,,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,stand age,80 years,0,15,,alfisols,forest,,,,bulk soil,,6797.56,301.53,,,70876.1248,57307.2748,13568.85,13568.7,57306.7,,,167,,10.06,5.75,,,,
1204,68,converted from AS-C to AS,42.367,128,42°20'~42°24'N/127°55'~128°06'E,,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,stand age,120 years,0,15,,alfisols,forest,,,,bulk soil,,7334.95,308.61,,,75940.34826,62052.89826,13887.45,13887.48,62052.23,,,189.75,,11.01,5.66,,,,
1205,68,converted from AS-C to AS,42.367,128,42°20'~42°24'N/127°55'~128°06'E,,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,stand age,200 years,0,15,,alfisols,forest,,,,bulk soil,,7536.74,314.54,,,77947.18437,63792.88437,14154.3,14154.19,63792.27,,,190.39,,10.61,5.5,,,,
1206,68,converted from AS-C to AS,42.367,128,42°20'~42°24'N/127°55'~128°06'E,,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,stand age,300 years,0,15,,alfisols,forest,,,,bulk soil,,6337.8,285.34,,,66217.56715,53377.26715,12840.3,12840.24,53376.63,,,176.01,,10.23,5.61,,,,
1207,67,,28.26,116.93,,37,19.68,1752.22,temperate,Temperate Broadleaf & Mixed Forests,fertilizer,Control,0,20,,Typic Plinthudult,cropland,,,2014,bulk soil,,224,19.1,92.5,,2630.311742,1770.811742,859.5,,,56.8,,5.69,,0.59,4.96,water 1:5,41.2,33.2,25.6
1208,67,,28.26,116.93,,37,19.68,1752.22,temperate,Temperate Broadleaf & Mixed Forests,fertilizer,NPK,0,20,,Typic Plinthudult,cropland,,,2014,bulk soil,,263,20.5,106.8,,3026.339828,2103.839828,922.5,,,80.5,,6.44,,0.7,5.2,water 1:5,41.2,33.2,25.6
1209,67,,28.26,116.93,,37,19.68,1752.22,temperate,Temperate Broadleaf & Mixed Forests,fertilizer,NPK+Lime,0,20,,Typic Plinthudult,cropland,,,2014,bulk soil,,247.3,19.4,113.3,,2849.660618,1976.660618,873,,,83.2,,6.32,,0.72,6.59,water 1:5,41.2,33.2,25.6
1210,67,,28.26,116.93,,37,19.68,1752.22,temperate,Temperate Broadleaf & Mixed Forests,fertilizer,NPK+PeanutStraw,0,20,,Typic Plinthudult,cropland,,,2014,bulk soil,,275.9,22.7,127.5,,3213.198249,2191.698249,1021.5,,,115.4,,6.62,,0.78,5.13,water 1:5,41.2,33.2,25.6
1211,67,,28.26,116.93,,37,19.68,1752.22,temperate,Temperate Broadleaf & Mixed Forests,fertilizer,NPK+RiceStraw,0,20,,Typic Plinthudult,cropland,,,2014,bulk soil,,298.9,23.7,140.4,,3452.361167,2385.861167,1066.5,,,128.4,,7.13,,0.82,5.16,water 1:5,41.2,33.2,25.6
