"SNDB_record_number","SNDB_study_number","notes","Latitude","Longitude","lat_lon_notes","elevation_m","MAT","MAP","ClimateTypes","biome_name","treatment","treatment_level","lyrtop_cm","lyrbot_cm","horizon","soil_type","ecosystem","wetland_type","plant_species","year_sampled","fraction_scheme","aggregate_size","gluN","murA","galN","manN","microbial_necromass_C","fungal_necromass_C","bacterial_necromass_C","bacterial_biomass_C","fungal_biomass_C","microbial_biomass_C","microbial_biomass_N","soc","soil_C","soil_N","pH","pH_method","clay","silt","sand"
"589","113",,"32.565","121.688",,,,,,,"salinity; straw","60 days GaIN LS","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,,"18.63777",,,,,,,,,"3.7",,"0.33","8.95","1:2.5","5.4","65.3","29.3"
"590","113",,"32.565","121.688",,,,,,,"salinity; straw","60 days GaIN HS+S","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,,"17.33746",,,,,,,,,,,,,,,,
"591","113",,"32.565","121.688",,,,,,,"salinity; straw","60 days GaIN LS+S","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,,"26.00619",,,,,,,,,,,,,,,,
"592","113",,"32.565","121.688",,,,,,,"salinity; straw","60 days MurN HS","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,"10.40248",,,,,"468.1116",,,,,"3.26",,"0.3","8.33","1:2.5","5.6","69.2","25.2"
"593","113",,"32.565","121.688",,,,,,,"salinity; straw","60 days MurN LS","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,"15.17028",,,,,"682.6626",,,,,"3.7",,"0.33","8.95","1:2.5","5.4","65.3","29.3"
"594","113",,"32.565","121.688",,,,,,,"salinity; straw","60 days MurN HS+S","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,"14.73684",,,,,"663.1578",,,,,,,,,,,,
"595","113",,"32.565","121.688",,,,,,,"salinity; straw","60 days MurN LS+S","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,"13.43653",,,,,"604.64385",,,,,,,,,,,,
"596","113",,"32.565","121.688",,,,,,,"salinity; straw","180 days GlcN HS","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,"26.2614",,,,,,,,,,,"3.26",,"0.3","8.33","1:2.5","5.6","69.2","25.2"
"597","113",,"32.565","121.688",,,,,,,"salinity; straw","180 days GlcN LS","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,"42.31003",,,,,,,,,,,"3.7",,"0.33","8.95","1:2.5","5.4","65.3","29.3"
"598","113",,"32.565","121.688",,,,,,,"salinity; straw","180 days GlcN HS+S","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,"35.0152",,,,,,,,,,,,,,,,,,
"599","113",,"32.565","121.688",,,,,,,"salinity; straw","180 days GlcN LS+S","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,"56.17021",,,,,,,,,,,,,,,,,,
"600","113",,"32.565","121.688",,,,,,,"salinity; straw","180 days GaIN HS","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,,"9.848024",,,,,,,,,"3.26",,"0.3","8.33","1:2.5","5.6","69.2","25.2"
"601","113",,"32.565","121.688",,,,,,,"salinity; straw","180 days GaIN LS","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,,"16.04863",,,,,,,,,"3.7",,"0.33","8.95","1:2.5","5.4","65.3","29.3"
"602","113",,"32.565","121.688",,,,,,,"salinity; straw","180 days GaIN HS+S","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,,"12.76596",,,,,,,,,,,,,,,,
"603","113",,"32.565","121.688",,,,,,,"salinity; straw","180 days GaIN LS+S","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,,"19.69605",,,,,,,,,,,,,,,,
"604","113",,"32.565","121.688",,,,,,,"salinity; straw","180 days MurN HS","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,"16.41337",,,,,"738.60165",,,,,"3.26",,"0.3","8.33","1:2.5","5.6","69.2","25.2"
"605","113",,"32.565","121.688",,,,,,,"salinity; straw","180 days MurN LS","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,"16.04863",,,,,"722.18835",,,,,"3.7",,"0.33","8.95","1:2.5","5.4","65.3","29.3"
"606","113",,"32.565","121.688",,,,,,,"salinity; straw","180 days MurN HS+S","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,"15.68389",,,,,"705.77505",,,,,,,,,,,,
"607","113",,"32.565","121.688",,,,,,,"salinity; straw","180 days MurN LS+S","0","20",,"coastal saline fluvo-aquic soil","wetland",,,,"bulk soil",,,"12.03647",,,,,"541.64115",,,,,,,,,,,,
"608","112",,"26.4","109.26","lat-lon of Huan, China",,"15.75","1357.18","temperate","Tropical & Subtropical Moist Broadleaf Forests",,,"0","10",,,"cropland",,,,"aggregate",">2mm",,,,,"9521.9","5658.03","3863.87",,,,,,"14.72",,"4.52681",,,,
"609","112",,"26.4","109.26","lat-lon of Huan, China",,"15.75","1357.18","temperate","Tropical & Subtropical Moist Broadleaf Forests",,,"0","10",,,"cropland",,,,"aggregate","0.250-2mm",,,,,"8897.54","5284.97","3612.57",,,,,,"15.24",,"4.55521",,,,
"610","112",,"26.4","109.26","lat-lon of Huan, China",,"15.75","1357.18","temperate","Tropical & Subtropical Moist Broadleaf Forests",,,"0","10",,,"cropland",,,,"aggregate","<0.250mm",,,,,"9711.69","5533.68","4178.01",,,,,,"18.27",,"4.5836",,,,
"611","112",,"26.4","109.26","lat-lon of Huan, China",,"15.75","1357.18","temperate","Tropical & Subtropical Moist Broadleaf Forests",,,"0","10",,,"cropland",,,,"aggregate",">2mm",,,,,"8652.74","4663.21","3989.53",,,,,,"13.09",,"4.12934",,,,
"612","112",,"26.4","109.26","lat-lon of Huan, China",,"15.75","1357.18","temperate","Tropical & Subtropical Moist Broadleaf Forests",,,"0","10",,,"cropland",,,,"aggregate","0.250-2mm",,,,,"8646.88","5222.8","3424.08",,,,,,"14.57",,"4.2429",,,,
"613","112",,"26.4","109.26","lat-lon of Huan, China",,"15.75","1357.18","temperate","Tropical & Subtropical Moist Broadleaf Forests",,,"0","10",,,"cropland",,,,"aggregate","<0.250mm",,,,,"9332.12","5782.38","3549.74",,,,,,"17.09",,"4.20505",,,,
"614","112",,"26.4","109.26","lat-lon of Huan, China",,"15.75","1357.18","temperate","Tropical & Subtropical Moist Broadleaf Forests",,,"0","10",,,"cropland",,,,"aggregate",">2mm",,,,,"9266.69","6031.09","3235.6",,,,,,"14.05",,"4.63091",,,,
"615","112",,"26.4","109.26","lat-lon of Huan, China",,"15.75","1357.18","temperate","Tropical & Subtropical Moist Broadleaf Forests",,,"0","10",,,"cropland",,,,"aggregate","0.250-2mm",,,,,"8650.14","4911.92","3738.22",,,,,,"16.27",,"4.66877",,,,
"616","112",,"26.4","109.26","lat-lon of Huan, China",,"15.75","1357.18","temperate","Tropical & Subtropical Moist Broadleaf Forests",,,"0","10",,,"cropland",,,,"aggregate","<0.250mm",,,,,"9642.35","6155.44","3486.91",,,,,,"18.34",,"4.63091",,,,
"617","112",,"26.4","109.26","lat-lon of Huan, China",,"15.75","1357.18","temperate","Tropical & Subtropical Moist Broadleaf Forests",,,"0","10",,,"cropland",,,,"aggregate",">2mm",,,,,"9641.05","6279.79","3361.26",,,,,,"14.79",,"4.23344",,,,
"618","112",,"26.4","109.26","lat-lon of Huan, China",,"15.75","1357.18","temperate","Tropical & Subtropical Moist Broadleaf Forests",,,"0","10",,,"cropland",,,,"aggregate","0.250-2mm",,,,,"11139.14","7212.44","3926.7",,,,,,"17.31",,"4.30915",,,,
"619","112",,"26.4","109.26","lat-lon of Huan, China",,"15.75","1357.18","temperate","Tropical & Subtropical Moist Broadleaf Forests",,,"0","10",,,"cropland",,,,"aggregate","<0.250mm",,,,,"11232.73","7274.61","3958.12",,,,,,"20.34",,"4.25237",,,,
"620","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.95835","0.797661","0.160689",,,"0.171427",,,,,,,,,
"621","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.431346","0.346634","0.084712",,,"0.090662",,,,,,,,,
"622","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.791813","0.739187","0.052626",,,"0.099219",,,,,,,,,
"623","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.616824","0.572299","0.044525",,,"0.17429",,,,,,,,,
"624","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.760856","0.59792","0.162936",,,"0.089927",,,,,,,,,
"625","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.880594","0.754401","0.126193",,,"0.195028",,,,,,,,,
"626","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.523416","0.518916","0.0045",,,"0.06572",,,,,,,,,
"627","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.669242","0.657151","0.012091",,,"0.0879",,,,,,,,,
"628","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.93349","0.900484","0.033006",,,"0.092639",,,,,,,,,
"629","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.717608","0.688215","0.029393",,,"0.04795",,,,,,,,,
"630","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.976488","0.946284","0.030204",,,"0.171052",,,,,,,,,
"631","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.611707","0.585674","0.026033",,,"0.086737",,,,,,,,,
"632","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.778657","0.740661","0.037996",,,"0.111804",,,,,,,,,
"633","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.890808","0.878485","0.012323",,,"0.111196",,,,,,,,,
"634","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"1.685416","1.452858","0.232558",,,"0.070481",,,,,,,,,
"635","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.784719","0.716835","0.067884",,,"0.137569",,,,,,,,,
"636","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"1.385466","1.291772","0.093694",,,"0.174714",,,,,,,,,
"637","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.282975","0.263562","0.019413",,,"0.092395",,,,,,,,,
"638","111",,"32.467","120.45",,,"15.91","1064.71","temperate","Temperate Broadleaf & Mixed Forests",,,"0","5",,,"wetland",,,,"bulk soil",,,,,,"0.57191","0.562941","0.008969",,,"0.126191",,,,,,,,,
"639","110",,"42.49","-72.11",,"355","8.89","1164.1","snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,,"bulk soil",,"225","63",,,"4051.26386179994","1216.26386179994","2835",,,,,,"6.86",,,,,,
"640","110",,"42.49","-72.11",,"355","8.89","1164.1","snow","Temperate Broadleaf & Mixed Forests",,,"0","10",,,"forest",,,,"bulk soil",,"212","68",,,"4095.07845400629","1035.07845400629","3060",,,,,,"6.28",,,,,,
"641","109",,"50.383","9.983",,,"8.22","786.91","temperate","Temperate Broadleaf & Mixed Forests","salinity","soil A","0","10",,,"grassland",,,,"bulk soil",,"883","47",,,"9458.65716673964","7343.65716673964","2115","2115","7343.56",,,"16.8",,"1.4",,,,,
"642","109",,"50.383","9.983",,,"8.22","786.91","temperate","Temperate Broadleaf & Mixed Forests","salinity","soil B（high salinity）","0","10",,,"grassland",,,,"bulk soil",,"1035","75",,,"11727.2188830952","8352.21888309517","3375","3375","8352.06",,,"36.2",,"2.7","4.67",,"8",,
"643","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Manure without straw","0","10",,"Haplic Cambisol","cropland",,,,"bulk soil",,"551.873638","31.294",,,"5973.36911170107","4565.13911170107","1408.23",,,,,,"7.81",,,,"55.6","6.3","38.13"
"644","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Manure without straw","10","20",,"Haplic Cambisol","cropland",,,,"bulk soil",,"446.015678","23.647",,,"4774.69763438069","3710.58263438069","1064.115",,,,,,"7.32",,"7.11594",,"5","9","86"
"645","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Manure without straw","20","30",,"Haplic Cambisol","cropland",,,,"bulk soil",,"322.073808","17.706",,,"3468.14090592111","2671.37090592111","796.77",,,,,,"5.35",,"6.86232",,"5","9","86"
"646","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Manure without straw","30","40",,"Haplic Cambisol","cropland",,,,"bulk soil",,"77.5646735","5.118",,,"862.691878082414","632.381878082414","230.31",,,,,,"2.69",,"6.92754",,"5","9","86"
"647","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Manure without straw","40","50",,"Haplic Cambisol","cropland",,,,"bulk soil",,"44.4827826","3.353",,,"508.187308933575","357.302308933575","150.885",,,,,,"1.89",,"7.31884",,"5","9","86"
"648","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Manure without straw","50","60",,"Haplic Cambisol","cropland",,,,"bulk soil",,"38.5504857","2.765",,,"435.884840790109","311.459840790109","124.425",,,,,,"2.71",,"7.64493",,"5","9","86"
"649","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Manure without straw","60","70",,"Haplic Cambisol","cropland",,,,"bulk soil",,"25.5764912","1.706",,,"285.058359660805","208.288359660805","76.77",,,,,,"1.86",,"8.02899",,"5","9","86"
"650","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Manure without straw","70","80",,"Haplic Cambisol","cropland",,,,"bulk soil",,"27.8553875","2.412",,,"328.275446780341","219.735446780341","108.54",,,,,,"2.15",,"7.89855",,"5","9","86"
"651","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Manure without straw","80","90",,"Haplic Cambisol","cropland",,,,"bulk soil",,"25.5057878","2.353",,,"305.231437292306","199.346437292306","105.885",,,,,,"1.65",,"7.95652",,"5","9","86"
"652","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Manure without straw","90","100",,"Haplic Cambisol","cropland",,,,"bulk soil",,"32.0324842","3.059",,,"386.678725311842","249.023725311842","137.655",,,,,,"1.78",,"7.99275",,"5","9","86"
"653","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Mineral fertilizer with straw","0","10",,"Haplic Cambisol","cropland",,,,"bulk soil",,"479.35399","40.471",,,"5615.8513822366","3794.6563822366","1821.195",,,,,,"8.21",,"8.17391",,"5","9","86"
"654","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Mineral fertilizer with straw","10","20",,"Haplic Cambisol","cropland",,,,"bulk soil",,"430.368483","41.941",,,"5222.26130934526","3334.91630934526","1887.345",,,,,,"8.75",,"7.23188",,"5","9","86"
"655","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Mineral fertilizer with straw","20","30",,"Haplic Cambisol","cropland",,,,"bulk soil",,"352.353057","27.529",,,"4056.59049476969","2817.78549476969","1238.805",,,,,,"6.60",,"7.28986",,"5","9","86"
"656","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Mineral fertilizer with straw","30","40",,"Haplic Cambisol","cropland",,,,"bulk soil",,"120.299857","8.294",,,"1349.45795855188","976.227958551885","373.23",,,,,,"4.19",,"7.28261",,"5","9","86"
"657","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Mineral fertilizer with straw","40","50",,"Haplic Cambisol","cropland",,,,"bulk soil",,"60.4292787","4.118",,,"676.310406441146","491.000406441146","185.31",,,,,,"2.37",,"7.2029",,"5","9","86"
"658","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Mineral fertilizer with straw","50","60",,"Haplic Cambisol","cropland",,,,"bulk soil",,"55.4596756","4.706",,,"650.495774584612","438.725774584612","211.77",,,,,,"2.22",,"7.15942",,"5","9","86"
"659","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Mineral fertilizer with straw","60","70",,"Haplic Cambisol","cropland",,,,"bulk soil",,"15.5753802","3.824",,,"263.169421919412","91.0894219194125","172.08",,,,,,"1.79",,"7.18841",,"5","9","86"
"660","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Mineral fertilizer with straw","70","80",,"Haplic Cambisol","cropland",,,,"bulk soil",,"35.6856826","3.353",,,"429.013408933575","278.128408933575","150.885",,,,,,"1.97",,"7.15942",,"5","9","86"
"661","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Mineral fertilizer with straw","80","90",,"Haplic Cambisol","cropland",,,,"bulk soil",,"36.4656814","3.588",,,"443.591683967273","282.131683967273","161.46",,,,,,"1.92",,"7.32609",,"5","9","86"
"662","108",,"49.83","8.58",,"100","9.15","936.38","temperate","Temperate Broadleaf & Mixed Forests","fertilizer; straw","Mineral fertilizer with straw","90","100",,"Haplic Cambisol","cropland",,,,"bulk soil",,"25.7847863","2.647",,,"317.198321814039","198.083321814039","119.115",,,,,,"1.98",,"7.46377",,"5","9","86"
"663","107",,"42.36","-5.34",,"823","11.42","529.72","temperate","Mediterranean Forests, Woodlands & Scrub",,,"0","10",,,"cropland",,,,"bulk soil",,"645","53",,,"7509.63467738725","5124.63467738725","2385",,,"248","41",,"14.90","1.43",,,"29.3","33","37.8"
"664","107",,"42.36","-5.34",,"823","11.42","529.72","temperate","Mediterranean Forests, Woodlands & Scrub",,,"0","10",,,"cropland",,,,"bulk soil",,"102","15",,,"1400.44377661903","725.443776619034","675",,,"104","12",,"4.60","0.41","6.9",,"16","59","15"
"665","107",,"42.36","-5.34",,"823","11.42","529.72","temperate","Mediterranean Forests, Woodlands & Scrub",,,"0","10",,,"grassland",,,,"bulk soil",,"1293","94",,,"14660.3143334793","10430.3143334793","4230",,,"904","167",,"41.70","3.49","9.1",,"13","54","30"
"666","107",,"42.36","-5.34",,"823","11.42","529.72","temperate","Mediterranean Forests, Woodlands & Scrub",,,"0","10",,"Cambisol","forest",,,,"bulk soil",,"1350","44",,,"13565.1684114158","11585.1684114158","1980",,,"456","74",,"48.30","2.37","5.7",,"20","65","10"
"667","107",,"51.32","9.56",,"470","7.08","684.49","temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,"Leptosol","cropland",,,,"bulk soil",,"1023","59",,,"11104.6121880349","8449.61218803487","2655",,,"717","125.8",,"20.00","2.41","4",,"12","70","15"
"668","107",,"51.32","9.56",,"470","7.08","684.49","temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,"Luvisol","cropland",,,,"bulk soil",,"445","43",,,"5388.00549297456","3453.00549297456","1935",,,"229","53.9",,"10.80","1.14","7.69",,"6","51.4","42.5"
"669","107",,"51.2","9.51",,"278","7.08","684.49","temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,"Luvisol","cropland",,,,"bulk soil",,"425","40",,,"5111.51673765076","3311.51673765076","1800",,,"225","41.4",,"9.80","1","6.56",,"5.6","76.3","18.1"
"670","107",,"50.51","11.44",,"600","7.29","590.43","temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,"Luvisol","cropland",,,,"bulk soil",,"614","50",,,"7134.14592206345","4884.14592206345","2250",,,"235","41.2",,"10.30","1.2","6.49",,"5.9","76.7","17.4"
"671","107",,"50.51","11.44",,"600","7.29","590.43","temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,"Fluvisol","cropland",,,,"bulk soil",,"739","48",,,"8194.82008518091","6034.82008518091","2160",,,"261","48.1",,"15.60","1.81","7.2",,"19.1","70.6","10.3"
"672","107",,"50.51","11.44",,"600","7.29","590.43","temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,"Fluvisol","cropland",,,,"bulk soil",,"896","62",,,"10058.1009433587","7268.10094335868","2790",,,"311","47.9",,"28.20","2.91","7.59",,"20","66.3","13.8"
"673","107",,"42.36","-5.34",,"823","11.42","529.72","temperate","Mediterranean Forests, Woodlands & Scrub",,,"0","10",,"Andosol","cropland",,,,"bulk soil",,"616","59",,,"7441.61218803487","4786.61218803487","2655",,,"206","26.3",,"12.10","0.61","7.69",,"10.8","68","21.2"
"674","107",,"42.36","-5.34",,"823","11.42","529.72","temperate","Mediterranean Forests, Woodlands & Scrub",,,"0","10",,"Andosol","cropland",,,,"bulk soil",,"853","81",,,"10282.1963937428","6637.19639374279","3645",,,"179",,,"18.20","1.55","6.52",,"76.1","20","4"
"675","107",,"42.36","-5.34",,"823","11.42","529.72","temperate","Mediterranean Forests, Woodlands & Scrub",,,"0","10",,"Andosol","cropland",,,,"bulk soil",,"68","10",,,"933.62918441269","483.62918441269","450",,,"41","3.7",,"2.00","0.06","6.27",,"76","21.5","2.5"
"676","107",,"42.36","-5.34",,"823","11.42","529.72","temperate","Mediterranean Forests, Woodlands & Scrub",,,"0","10",,"Andosol","cropland",,,,"bulk soil",,"1196","152",,,"15652.7636030729","8812.76360307288","6840",,,"576","41",,"38.40","3.28","6.87",,"76.1","19.7","4.2"
"677","107",,"42.36","-5.34",,"823","11.42","529.72","temperate","Mediterranean Forests, Woodlands & Scrub",,,"0","10",,"Andosol","cropland",,,,"bulk soil",,"404","51",,,"5276.30884050472","2981.30884050472","2295",,,"86","12.6",,"14.10","1.02","6.79",,"76.1","20.4","3.6"
"678","107",,"42.36","-5.34",,"823","11.42","529.72","temperate","Mediterranean Forests, Woodlands & Scrub",,,"0","10",,"Andosol","cropland",,,,"bulk soil",,"342","38",,,"4300.19090076822","2590.19090076822","1710",,,"63","9.3",,"19.10","1.16","6.5",,"76.1","20.4","3.6"
"679","107",,"42.36","-5.34",,"823","11.42","529.72","temperate","Mediterranean Forests, Woodlands & Scrub",,,"0","10",,"Andosol","cropland",,,,"bulk soil",,"420","48",,,"5323.82008518091","3163.82008518091","2160",,,"98","10.9",,"13.00","0.99","6.41",,"76.1","20.4","3.6"
"680","107",,"51.21","11.06",,"132","8.18","509.17","temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,"Luvisol","cropland",,,,"bulk soil",,"710","55",,,"8158.96051426979","5683.96051426979","2475",,,"291","46.9",,"11.70","1.31","6.45",,"76.1","20.4","3.6"
"681","107",,"51.32","9.56",,"470","7.08","684.49","temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,"Phaeozem","cropland",,,,"bulk soil",,"931","115",,,"12077.7356207459","6902.73562074593","5175",,,"336","36.8",,"18.00","1.86","7.47",,"2.8","79.3","17.9"
"682","107",,"51.32","9.56",,"470","7.08","684.49","temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,"Chernozem","cropland",,,,"bulk soil",,"1260","123",,,"15296.0389682761","9761.03896827608","5535",,,"544","107.4",,"38.90","3.23","7.57",,"5.9","69.4","24.7"
"683","107",,"51.32","9.56",,"470","7.08","684.49","temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,"Luvisol","cropland",,,,"bulk soil",,"607","47",,,"6974.65716673964","4859.65716673964","2115",,,"279","53.7",,"13.90","1.55","7.95",,"3.9","77.6","18.6"
"684","107",,"51.32","9.56",,"470","7.08","684.49","temperate","Temperate Broadleaf & Mixed Forests",,,"0","10",,"Cambisol","cropland",,,,"bulk soil",,"673","78",,,"8565.70763841898","5055.70763841898","3510",,,"364","38.3",,"18.80","1.59","7.86",,"7.3","70.6","22.2"
"685","107",,"33.54","72.29",,"414","22.76","573.58","temperate","Deserts & Xeric Shrublands",,,"0","10",,"Solonchak","cropland",,,,"bulk soil",,"127","27",,,"2011.39879791426","796.398797914262","1215",,,"108","7.4",,"7.60","0.9","6.84",,"8.5","51","40.5"
"686","107",,"32.05","72.4",,"173","24.55","345.13","arid","Deserts & Xeric Shrublands",,,"0","10",,"Solonetz","cropland",,,,"bulk soil",,"45","15",,,"887.443776619034","212.443776619034","675",,,"96","13.9",,"5.50","0.41","10.51",,"24.6","69.2","6.3"
"687","107",,"32.05","72.4",,"173","24.55","345.13","arid","Deserts & Xeric Shrublands",,,"0","10",,"Solonetz","cropland",,,,"bulk soil",,"54","15",,,"968.443776619034","293.443776619034","675",,,"82","11.2",,"3.20","0.39","9.67",,"23.6","64","12.4"
"688","107",,"32.05","72.4",,"173","24.55","345.13","arid","Deserts & Xeric Shrublands",,,"0","10",,"Solonetz","cropland",,,,"bulk soil",,"102","17",,,"1464.76961350157","699.769613501572","765",,,"108","15.1",,"3.80","0.4","9.59",,"39.5","45.8","14.8"
"689","107",,"32.05","72.4",,"173","24.55","345.13","arid","Deserts & Xeric Shrublands",,,"0","10",,"Solonetz","cropland",,,,"bulk soil",,"168","28",,,"2412.56171635553","1152.56171635553","1260",,,"148","12.3",,"6.80","0.78","9.24",,"45.4","44.1","10.5"
"690","107",,"32.05","72.4",,"173","24.55","345.13","arid","Deserts & Xeric Shrublands",,,"0","10",,"Solonetz","cropland",,,,"bulk soil",,"48","13",,,"850.117939736497","265.117939736496","585",,,"76","9.8",,"5.50","0.45","8.44",,"14","73.3","12.7"
"691","107",,"32.09","74.11",,"219","23.83","661.94","temperate","Deserts & Xeric Shrublands",,,"0","10",,"Solonetz","cropland",,,,"bulk soil",,"25","6",,,"417.977510647614","147.977510647614","270",,,"59","4.3",,"1.90","0.23","8.08",,"10","73.8","16.3"
