"SNDB_record_number","SNDB_study_number","notes","Latitude","Longitude","lat_lon_notes","elevation_m","MAT","MAP","ClimateTypes","biome_name","treatment","treatment_level","lyrtop_cm","lyrbot_cm","horizon","soil_type","ecosystem","wetland_type","plant_species","year_sampled","fraction_scheme","aggregate_size","gluN","murA","galN","manN","microbial_necromass_C","fungal_necromass_C","bacterial_necromass_C","bacterial_biomass_C","fungal_biomass_C","microbial_biomass_C","microbial_biomass_N","soc","soil_C","soil_N","pH","pH_method","clay","silt","sand"
"229","16",NA,42.42,128.27,NA,"750",1.76,764.26,"snow","Temperate Broadleaf & Mixed Forests","NP",NA,"0","20",NA,NA,"forest",NA,NA,NA,"bulk soil",NA,880,61.9,NA,NA,9910.88465151455,7125.38465151455,2785.5,NA,NA,NA,NA,NA,NA,NA,"4.8",NA,NA,NA,NA
"230","17",NA,40.49,123.35,NA,"157",8.48,986.84,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","10",NA,NA,"forest",NA,NA,NA,"bulk soil",NA,1096,81,NA,NA,12469.1963937428,8824.19639374279,3645,NA,NA,NA,NA,"33.32",NA,NA,"4.25",NA,"11.5",NA,NA
"231","17",NA,40.49,123.35,NA,"157",8.48,986.84,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","10",NA,NA,"forest",NA,NA,NA,"bulk soil",NA,493,28,NA,NA,5337.56171635553,4077.56171635553,1260,NA,NA,NA,NA,"18.77",NA,NA,"5.25",NA,NA,NA,NA
"232","17",NA,40.49,123.35,NA,"157",8.48,986.84,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","10",NA,NA,"forest",NA,NA,NA,"bulk soil",NA,2192,133,NA,NA,24005.6681526888,18020.6681526888,5985,NA,NA,NA,NA,"58.01",NA,NA,"5.46",NA,NA,NA,NA
"233","17",NA,40.49,123.35,NA,"157",8.48,986.84,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","10",NA,NA,"forest",NA,NA,NA,"bulk soil",NA,1248,65,NA,NA,13322.5896986825,10397.5896986825,2925,NA,NA,NA,NA,"27.38",NA,NA,"5.03",NA,NA,NA,NA
"234","17",NA,40.49,123.35,NA,"157",8.48,986.84,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","10",NA,NA,"forest",NA,NA,NA,"bulk soil",NA,1977,141,NA,NA,22327.9715002189,15982.9715002189,6345,NA,NA,NA,NA,"50.62",NA,NA,"5.06",NA,NA,NA,NA
"235","17",NA,40.49,123.35,NA,"157",8.48,986.84,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","10",NA,NA,"forest",NA,NA,NA,"bulk soil",NA,1327,60,NA,NA,13872.7751064761,11172.7751064761,2700,NA,NA,NA,NA,"26.88",NA,NA,"4.56",NA,NA,NA,NA
"236","17",NA,40.49,123.35,NA,"157",8.48,986.84,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","10",NA,NA,"forest",NA,NA,NA,"aggregate",">2000um",490,28,NA,NA,5310.56171635553,4050.56171635553,1260,NA,NA,NA,NA,"20.96",NA,NA,"4.64",NA,NA,NA,NA
"237","17",NA,40.49,123.35,NA,"157",8.48,986.84,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","10",NA,NA,"forest",NA,NA,NA,"aggregate",">2000um",1202,54,NA,NA,12554.7975958285,10124.7975958285,2430,NA,NA,NA,NA,"23.01",NA,NA,"5.46",NA,NA,NA,NA
"238","17",NA,40.49,123.35,NA,"157",8.48,986.84,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","10",NA,NA,"forest",NA,NA,NA,"aggregate","250-2000um",544,27,NA,NA,5764.39879791426,4549.39879791426,1215,NA,NA,NA,NA,"20.8",NA,NA,"4.85",NA,NA,NA,NA
"239","17",NA,40.49,123.35,NA,"157",8.48,986.84,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","10",NA,NA,"forest",NA,NA,NA,"aggregate","250-2000um",1271,60,NA,NA,13368.7751064761,10668.7751064761,2700,NA,NA,NA,NA,"23.02",NA,NA,"5.46",NA,NA,NA,NA
"240","17",NA,40.49,123.35,NA,"157",8.48,986.84,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","10",NA,NA,"forest",NA,NA,NA,"aggregate","2-250um",509,29,NA,NA,5513.7246347968,4208.7246347968,1305,NA,NA,NA,NA,"20.39",NA,NA,"4.85",NA,NA,NA,NA
"241","17",NA,40.49,123.35,NA,"157",8.48,986.84,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","10",NA,NA,"forest",NA,NA,NA,"aggregate","2-250um",1395,70,NA,NA,14806.4042908888,11656.4042908888,3150,NA,NA,NA,NA,"29",NA,NA,"5.46",NA,NA,NA,NA
"242","18",NA,42.33,127.92,NA,"780",3.37,795.21,"snow","Temperate Broadleaf & Mixed Forests","Forest restoration-20year",NA,"0","5",NA,"Alfisol","forest",NA,NA,NA,"bulk soil",NA,6982.75617,271.035556,NA,NA,71562.100012312,59365.499992312,12196.60002,NA,NA,"5060.25",NA,NA,"141.07",NA,"7.15",NA,"27.6","38.6","33.8"
"243","18",NA,42.33,127.92,NA,"780",3.37,795.21,"snow","Temperate Broadleaf & Mixed Forests","Forest restoration-80year",NA,"0","5",NA,"Alfisol","forest",NA,NA,NA,"bulk soil",NA,8166.92677,301.317778,NA,NA,83193.6000487184,69634.3000387184,13559.30001,NA,NA,"5839.7",NA,NA,"156.16",NA,NA,NA,NA,NA,NA
"244","18",NA,42.33,127.92,NA,"780",3.37,795.21,"snow","Temperate Broadleaf & Mixed Forests","Forest restoration-120year",NA,"0","5",NA,"Alfisol","forest",NA,NA,NA,"bulk soil",NA,8654.46457,302.871111,NA,NA,87631.3999713095,74002.1999763095,13629.199995,NA,NA,"6289.61",NA,NA,"155.34",NA,NA,NA,NA,NA,NA
"245","18",NA,42.33,127.92,NA,"780",3.37,795.21,"snow","Temperate Broadleaf & Mixed Forests","Forest restoration-200year",NA,"0","5",NA,"Alfisol","forest",NA,NA,NA,"bulk soil",NA,8852.07226,315.8,NA,NA,89825.6999837527,75614.6999837527,14211,NA,NA,"6091.99",NA,NA,"157.57",NA,NA,NA,NA,NA,NA
"246","18",NA,42.33,127.92,NA,"780",3.37,795.21,"snow","Temperate Broadleaf & Mixed Forests","Forest restoration-300year",NA,"0","5",NA,"Alfisol","forest",NA,NA,NA,"bulk soil",NA,7176.2466,302.391111,NA,NA,74312.0000404577,60704.4000454577,13607.599995,NA,NA,"5144.43",NA,NA,"143.36",NA,NA,NA,NA,NA,NA
"247","18",NA,42.33,127.92,NA,"780",3.37,795.21,"snow","Temperate Broadleaf & Mixed Forests","Forest restoration-20year",NA,"5","15",NA,"Alfisol","forest",NA,NA,NA,"bulk soil",NA,3952.98534,200.409111,NA,NA,42022.6099519802,33004.1999569802,9018.409995,NA,NA,"2946.55",NA,NA,"129.05",NA,NA,NA,NA,NA,NA
"248","18",NA,42.33,127.92,NA,"780",3.37,795.21,"snow","Temperate Broadleaf & Mixed Forests","Forest restoration-80year",NA,"5","15",NA,"Alfisol","forest",NA,NA,NA,"bulk soil",NA,5415.57493,272.591111,NA,NA,57507.5000409079,45240.9000459079,12266.599995,NA,NA,"3726.13",NA,NA,"157.11",NA,NA,NA,NA,NA,NA
"249","18",NA,42.33,127.92,NA,"780",3.37,795.21,"snow","Temperate Broadleaf & Mixed Forests","Forest restoration-120year",NA,"5","15",NA,"Alfisol","forest",NA,NA,NA,"bulk soil",NA,5771.88417,274.14,NA,NA,60764.0999914895,48427.7999914895,12336.3,NA,NA,"4244.48",NA,NA,"180.90",NA,NA,NA,NA,NA,NA
"250","18",NA,42.33,127.92,NA,"780",3.37,795.21,"snow","Temperate Broadleaf & Mixed Forests","Forest restoration-200year",NA,"5","15",NA,"Alfisol","forest",NA,NA,NA,"bulk soil",NA,5848.38672,278.691111,NA,NA,61598.9999533996,49057.8999583996,12541.099995,NA,NA,"4228.48",NA,NA,"183.39",NA,NA,NA,NA,NA,NA
"251","18",NA,42.33,127.92,NA,"780",3.37,795.21,"snow","Temperate Broadleaf & Mixed Forests","Forest restoration-300year",NA,"5","15",NA,"Alfisol","forest",NA,NA,NA,"bulk soil",NA,5782.63838,275.455556,NA,NA,60903.2000018224,48507.6999818224,12395.50002,NA,NA,"4337.54",NA,NA,"201.42",NA,NA,NA,NA,NA,NA
"252","19",NA,43.3,124.49,NA,"65",7.05,614.81,"snow","Temperate Broadleaf & Mixed Forests","nitrogen",NA,"0","20",NA,"Typic Hapludolls","cropland",NA,NA,NA,"bulk soil",NA,769,51,553,NA,8561.30884050472,6266.30884050472,2295,NA,NA,NA,NA,NA,"16.15","1.51","6.1",NA,"22.20","50.1","27.7"
"253","20",NA,44.32,125.42,NA,"221",5.44,548.57,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","5",NA,"Typic Hapludolls","cropland",NA,NA,NA,"bulk soil",NA,429,89,150,NA,6723.49974127294,2718.49974127294,4005,NA,NA,NA,NA,NA,"16.3","1.39","6.5",NA,NA,NA,NA
"254","20",NA,44.32,125.42,NA,"221",5.44,548.57,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","5",NA,"Typic Hapludolls","cropland",NA,NA,NA,"bulk soil",NA,871,120,301,NA,11698.5502129523,6298.55021295227,5400,NA,NA,NA,NA,NA,"16.3","1.39","6.5",NA,NA,NA,NA
"255","20",NA,44.32,125.42,NA,"221",5.44,548.57,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"43961",NA,NA,"Typic Hapludolls","cropland",NA,NA,NA,"bulk soil",NA,441,74,173,NA,6349.0559646539,3019.0559646539,3330,NA,NA,NA,NA,NA,"16.3","1.39","6.5",NA,NA,NA,NA
"256","20",NA,44.32,125.42,NA,"221",5.44,548.57,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"43961",NA,NA,"Typic Hapludolls","cropland",NA,NA,NA,"bulk soil",NA,717,119,280,NA,10280.387294511,4925.38729451101,5355,NA,NA,NA,NA,NA,"16.3","1.39","6.5",NA,NA,NA,NA
"257","20",NA,44.32,125.42,NA,"221",5.44,548.57,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"44124",NA,NA,"Typic Hapludolls","cropland",NA,NA,NA,"bulk soil",NA,393,77,171,NA,6013.54471997771,2548.54471997771,3465,NA,NA,NA,NA,NA,"16.3","1.39","6.5",NA,NA,NA,NA
"258","20",NA,44.32,125.42,NA,"221",5.44,548.57,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"44124",NA,NA,"Typic Hapludolls","cropland",NA,NA,NA,"bulk soil",NA,644,108,269,NA,9269.59519165705,4409.59519165705,4860,NA,NA,NA,NA,NA,"16.3","1.39","6.5",NA,NA,NA,NA
"259","21",NA,43.36,124.4,NA,"65",7.05,614.81,"snow","Temperate Broadleaf & Mixed Forests",NA,NA,"0","20",NA,"Typic Hapludolls","cropland",NA,NA,NA,"bulk soil",NA,708,43,251,NA,7755.00549297456,5820.00549297456,1935,NA,NA,NA,"10.65",NA,"12.51","1.52",NA,NA,NA,NA,NA
"260","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","NTMS",NA,"0","5",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,1046.6,54.1,NA,NA,11159.4138876727,8724.91388767265,2434.5,NA,NA,NA,NA,NA,"24.39",NA,NA,NA,"21","66","13"
"261","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","MPMS",NA,"0","5",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,642.8,40.9,NA,NA,7100.6633642479,5260.1633642479,1840.5,NA,NA,NA,NA,NA,"17.55",NA,NA,NA,NA,NA,NA
"262","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","NTMM",NA,"0","5",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,1011.7,61.5,NA,NA,11083.319484138,8315.81948413804,2767.5,NA,NA,NA,NA,NA,"24.53",NA,NA,NA,NA,NA,NA
"263","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","MPMM",NA,"0","5",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,648.3,46.5,NA,NA,7330.27570751901,5237.77570751901,2092.5,NA,NA,NA,NA,NA,"17. 84",NA,NA,NA,NA,NA,NA
"264","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","CTMM",NA,"0","5",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,630.1,41.3,NA,NA,6999.22853162441,5140.72853162441,1858.5,NA,NA,NA,NA,NA,"14.99",NA,NA,NA,NA,NA,NA
"265","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","NTMS",NA,"5","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,658,39.2,NA,NA,7182.78640289774,5418.78640289774,1764,NA,NA,NA,NA,NA,"16.36",NA,NA,NA,NA,NA,NA
"266","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","MPMS",NA,"5","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,647.1,40.1,NA,NA,7113.63302949489,5309.13302949489,1804.5,NA,NA,NA,NA,NA,"17.87",NA,NA,NA,NA,NA,NA
"267","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","NTMM",NA,"5","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,800.2,56.9,NA,NA,9031.8700593082,6471.3700593082,2560.5,NA,NA,NA,NA,NA,"18.94",NA,NA,NA,NA,NA,NA
"268","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","MPMM",NA,"5","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,659.8,45.8,NA,NA,7411.26166461012,5350.26166461012,2061,NA,NA,NA,NA,NA,"17.93",NA,NA,NA,NA,NA,NA
"269","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","CTMM",NA,"5","10",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,622.5,39.7,NA,NA,6879.36786211838,5092.86786211838,1786.5,NA,NA,NA,NA,NA,"14.77",NA,NA,NA,NA,NA,NA
"270","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","NTMS",NA,"10","20",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,525.9,32,NA,NA,5762.31339012061,4322.31339012061,1440,NA,NA,NA,NA,NA,"15.20",NA,NA,NA,NA,NA,NA
"271","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","MPMS",NA,"10","20",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,624.5,37.3,NA,NA,6820.17685785933,5141.67685785933,1678.5,NA,NA,NA,NA,NA,"16.10",NA,NA,NA,NA,NA,NA
"272","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","NTMM",NA,"10","20",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,560.2,37.3,NA,NA,6241.47685785933,4562.97685785933,1678.5,NA,NA,NA,NA,NA,"16.23",NA,NA,NA,NA,NA,NA
"273","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","MPMM",NA,"10","20",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,631.3,41.1,NA,NA,7003.59594793615,5154.09594793615,1849.5,NA,NA,NA,NA,NA,"16.32",NA,NA,NA,NA,NA,NA
"274","22",NA,44.2,125.55,NA,NA,5.05,554.17,"snow","Temperate Broadleaf & Mixed Forests","CTMM",NA,"10","20",NA,NA,"cropland",NA,NA,NA,"bulk soil",NA,506.9,30.7,NA,NA,5549.50159614696,4168.00159614696,1381.5,NA,NA,NA,NA,NA,"14.41",NA,NA,NA,NA,NA,NA
"275","23",NA,41.78,108.48,NA,NA,4.73,205.33,"arid","Deserts & Xeric Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,260.3,25.5,NA,NA,3162.85442025236,2015.35442025236,1147.5,NA,NA,"141.5",NA,NA,"5.30","0.6",NA,NA,NA,NA,NA
"276","23",NA,41.86,111.94,NA,NA,4.18,315.28,"arid","Deserts & Xeric Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,686.5,51,NA,NA,7818.80884050472,5523.80884050472,2295,NA,NA,"273.3",NA,NA,"12.00","1.4","8.62",NA,"0.38",NA,NA
"277","23",NA,46.76,107.97,NA,NA,0.12,211.89,"arid","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,557.1,65.6,NA,NA,7123.78744974724,4171.78744974724,2952,NA,NA,"257.8",NA,NA,"11.70","0.9","8.24",NA,"0.64",NA,NA
"278","23",NA,41.83,108.29,NA,NA,4.73,205.33,"arid","Deserts & Xeric Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,151.9,20,NA,NA,2010.35836882538,1110.35836882538,900,NA,NA,"105.5",NA,NA,"3.70","0.4","7.18",NA,"0.59",NA,NA
"279","23",NA,42.58,112.64,NA,NA,5.41,208.69,"arid","Deserts & Xeric Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,196,27.5,NA,NA,2648.4802571349,1410.9802571349,1237.5,NA,NA,"128.4",NA,NA,"4.70","0.6","8.49",NA,"0.36",NA,NA
"280","23",NA,42.2,112.37,NA,NA,4.26,221.56,"arid","Deserts & Xeric Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,132,24.5,NA,NA,1975.99150181109,873.491501811089,1102.5,NA,NA,"142.8",NA,NA,"5.40","0.6","8.57",NA,"0.48",NA,NA
"281","23",NA,43.85,114.05,NA,NA,2.31,224.07,"arid","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,320.3,53,NA,NA,4587.33467738725,2202.33467738725,2385,NA,NA,"164",NA,NA,"6.50","0.7","8.45",NA,"0.41",NA,NA
"282","23",NA,47.32,107.52,NA,NA,-2.24,227.9,"arid","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,3094,327,NA,NA,38363.2743302949,23648.2743302949,14715,NA,NA,"698.6",NA,NA,"41.20","3.6","7.92",NA,"0.64",NA,NA
"283","23",NA,48.36,106.22,NA,NA,-0.85,260.28,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,1083,99.8,NA,NA,12956.8592604386,8465.85926043864,4491,NA,NA,"517.3",NA,NA,"28.60","2.5","6.91",NA,"0.36",NA,NA
"284","23",NA,43.55,116.67,NA,NA,1.93,314.92,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,974.2,60.8,NA,NA,10723.3054412292,7987.30544122915,2736,NA,NA,"435.1",NA,NA,"22.70","1.9","6.65",NA,"0.45",NA,NA
"285","23",NA,44.42,116.78,NA,NA,1.1,297.69,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,1103.3,133.8,NA,NA,14233.0984874418,8212.09848744179,6021,NA,NA,"380.6",NA,NA,"19.30","1.7","6.99",NA,"0.38",NA,NA
"286","23",NA,48.81,106.11,NA,NA,-1.04,278.82,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,793.5,94.1,NA,NA,10168.0306253234,5933.53062532341,4234.5,NA,NA,"329.9",NA,NA,"16.20","1.4","6.7",NA,"0.1",NA,NA
"287","23",NA,48.21,106.72,NA,NA,-0.35,261.36,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,919.6,121.1,NA,NA,12171.3294232377,6721.82942323767,5449.5,NA,NA,"617.1",NA,NA,"33.20","2.5","7.68",NA,"0.41",NA,NA
"288","23",NA,44.44,117.6,NA,NA,1.58,343.85,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,2010.2,195.4,NA,NA,24376.434263424,15583.434263424,8793,NA,NA,"615.5",NA,NA,"34.90","3.1","7.08",NA,"0.79",NA,NA
"289","23",NA,43.54,116.56,NA,NA,1.93,314.92,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,1905.7,176,NA,NA,22811.9736456633,14891.9736456633,7920,NA,NA,"669.3",NA,NA,"39.60","4","6.92",NA,"0.3",NA,NA
"290","23",NA,48.9,106.18,NA,NA,-1.04,278.82,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,1085.5,109.9,NA,NA,13304.2047366955,8358.70473669546,4945.5,NA,NA,"389.1",NA,NA,"19.90","1.9","6.53",NA,"0.55",NA,NA
"291","23",NA,44.46,117.41,NA,NA,1.94,323.32,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,981.9,113.5,NA,NA,12487.591243084,7380.09124308403,5107.5,NA,NA,"334.7",NA,NA,"16.50","1.4","7.42",NA,"0.54",NA,NA
"292","23",NA,48.86,106.5,NA,NA,-1.04,278.82,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,2262.5,172.7,NA,NA,25917.0360148072,18145.5360148072,7771.5,NA,NA,"820.8",NA,NA,"48.70","4.4","7.88",NA,"0.52",NA,NA
"293","23",NA,49.53,119.67,NA,NA,-2.28,359.45,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,854,71.1,NA,NA,9972.78350117422,6773.28350117422,3199.5,NA,NA,"418.1",NA,NA,"21.00","2.1","7.14",NA,"0.45",NA,NA
"294","23",NA,49.13,120.42,NA,NA,-1.96,365.75,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,394.6,36.7,NA,NA,4731.77910679457,3080.27910679457,1651.5,NA,NA,"297.8",NA,NA,"13.80","1.6","7.35",NA,"0.43",NA,NA
"295","23",NA,49.16,106.07,NA,NA,-1.31,285.65,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,650.1,51,NA,NA,7491.20884050472,5196.20884050472,2295,NA,NA,"364.8",NA,NA,"18.30","1.4","8.32",NA,"0.21",NA,NA
"296","23",NA,49.37,105.94,NA,NA,-0.77,284.22,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,1004.5,117.2,NA,NA,12809.9940413167,7535.99404131672,5274,NA,NA,"615.5",NA,NA,"34.10","2.9","6.52",NA,"0.58",NA,NA
"297","23",NA,49.94,106.31,NA,NA,-1,293.69,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,467.9,63.8,NA,NA,6263.09419655296,3392.09419655296,2871,NA,NA,"313.1",NA,NA,"14.90","1.8","6.54",NA,"1.15",NA,NA
"298","23",NA,40.95,111.55,NA,NA,7.09,422.18,"arid","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,900,84.6,NA,NA,10820.9829001314,7013.98290013135,3807,NA,NA,"308.6",NA,NA,"14.40","1.6","8.24",NA,"0.37",NA,NA
"299","23",NA,49.38,120.03,NA,NA,-1.96,365.75,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,888.2,86.2,NA,NA,10766.2435696374,6887.24356963739,3879,NA,NA,"388.9",NA,NA,"19.70","1.6","8.12",NA,"0.37",NA,NA
"300","23",NA,49.52,120.02,NA,NA,-1.88,372.53,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,945.2,76,NA,NA,10951.1818015364,7531.18180153644,3420,NA,NA,"330.8",NA,NA,"15.90","1.7","7.54",NA,"0.36",NA,NA
"301","23",NA,48.86,119.76,NA,NA,-1.89,360.63,"snow","Temperate Grasslands, Savannas & Shrublands","Different site",NA,"0","10",NA,NA,"grassland",NA,NA,NA,"bulk soil",NA,712.4,58.8,NA,NA,8302.77960434662,5656.77960434661,2646,NA,NA,"338.3",NA,NA,"16.60","1.3","7.49",NA,"0.42",NA,NA
"302","24",NA,30.326,121.145,NA,NA,16.57,1283.86,"temperate",NA,NA,NA,"2","30",NA,"Salic, tidalic Fluvisol (calcaric, sodic, siltic)","wetland","tidal wetland",NA,NA,"bulk soil",NA,38.6,3.6,22.2,NA,463.186506388568,301.186506388568,162,NA,NA,NA,NA,"5.1",NA,"0.3","8.2","KCl",NA,NA,NA
"303","24",NA,30.314,121.169,NA,NA,16.57,1283.86,"temperate",NA,NA,NA,"0","13","Ah","Gleyic, salic Fluvisol (calcaric, sodic, siltic)","wetland","salt marsh",NA,NA,"bulk soil",NA,119.8,9.9,80.8,NA,1396.61289256856,951.112892568563,445.5,NA,NA,NA,NA,"10.9",NA,"0.8","7.8","KCl",NA,NA,NA
"304","24",NA,30.314,121.169,NA,NA,16.57,1283.86,"temperate",NA,NA,NA,"13","30","Bwg","Gleyic, salic Fluvisol (calcaric, sodic, siltic)","wetland","salt marsh",NA,NA,"bulk soil",NA,40.1,12,35.1,NA,746.855021295228,206.855021295227,540,NA,NA,NA,NA,"5.3",NA,"0.3","7.8","KCl",NA,NA,NA
"305","24",NA,30.184,121.356,NA,NA,16.57,1283.86,"temperate","Temperate Broadleaf & Mixed Forests",NA,NA,"0","7","Alp","Stagnic gleyic Cambisol (calcaric, siltic)","wetland","paddy",NA,NA,"bulk soil",NA,381.6,27.5,323.1,NA,4318.8802571349,3081.3802571349,1237.5,NA,NA,NA,NA,"17.8",NA,"1.8","7.3","KCl",NA,NA,NA
"306","24",NA,30.184,121.356,NA,NA,16.57,1283.86,"temperate","Temperate Broadleaf & Mixed Forests",NA,NA,"7","14","Arp","Stagnic gleyic Cambisol (calcaric, siltic)","wetland","paddy",NA,NA,"bulk soil",NA,264.3,13.1,231.7,NA,2800.03423158062,2210.53423158062,589.5,NA,NA,NA,NA,"14.5",NA,"1.4","7.3","KCl",NA,NA,NA
"307","24",NA,30.184,121.356,NA,NA,16.57,1283.86,"temperate","Temperate Broadleaf & Mixed Forests",NA,NA,"14","23","Ardp","Stagnic gleyic Cambisol (calcaric, siltic)","wetland","paddy",NA,NA,"bulk soil",NA,54.2,1.9,57.9,NA,548.909545038411,463.409545038411,85.5,NA,NA,NA,NA,"5.7",NA,"0.5","7.3","KCl",NA,NA,NA
