ACTION,AS_units,AS_COMPLETION,ROW_COMPLETION,skip,checked_for_duplicates,row_number,Source,Source DOI,author,author_doi,data_location,sample,notes,notes1,notes2,treatment_OLD,treatment,treatment_NOTES,treatment_level,latitude,longitude,lat_lon_notes,location,elevation_m,lyrtop_cm,lyrbot_cm,horizon,soil_type,ecosystem,wetland_type,aridity,plant_species,MAP(mm),MAT(°),Duration (year),year_sampled,fraction_scheme,aggregate_size_OLD,aggregate_size,amino_sugars,AS_units,gluN,gluN_units,murA,murA_units,galN,galN_units,manN,manN_units,microbial_necromass_C,MNC_units,fungal_necromass_C,FNC_units,bacterial_necromass_C,BNC_units,bacterial_biomass_C,bbc_units,fungal_biomass_C,fbc_units,microbial_biomass_C,MBC-units,microbial_biomass_N,MBN-units,soc,SOC_units,soil_C,TC_units,soil_N,TN_units,soil C/N,pH,pH_method,clay,silt,sand,texture,bulk_density,Method,other_variables_available
checked?,,,,,,2,,,,,,,,,,check,,,check,,,,,,,,,,checked,checked,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GET UNITS,,GET UNITS,,GET UNITS,CHECK UNITS,,CHECK UNITS,,,,,,,,,,,
,,,,,Y,2,,,,,,,,,,,,,,,,,,m,cm,cm,,,,,,,,,,,bulk vs. aggregate,,,,,ug/g = mg/kg,,,,,,,,mg/kg,,mg/kg,,mg/kg,,,ug/g,,ug/g,mg/kg soil,,mg/kg soil,,,,mg/g = g/kg,,mg/g = g/kg,,,,,,,,,gcm3,,
,,,,,,3,STUDY,,,,,,,,,EXPERIMENTAL,,,,,,,,,,,,,,,,,,,,,,,,AMINO SUGARS,,,,,,,,,,NECROMASS,,,,,,BIOMASS,,,,,,,,SOIL,,,,,,,,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1383.84,mg/kg,138.33,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.374,g/kg,,3.7,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,979.798,mg/kg,73.333,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,1.727,g/kg,,3.8,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,939.394,mg/kg,86.667,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,1.986,g/kg,,3.77,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1060.61,mg/kg,103.333,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.201,g/kg,,3.81,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1141.41,mg/kg,93.333,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.201,g/kg,,3.84,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1121.21,mg/kg,91.667,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.201,g/kg,,3.9,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1404.04,mg/kg,110,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.288,g/kg,,3.77,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1141.41,mg/kg,95,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.201,g/kg,,3.9,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,797.98,mg/kg,73.333,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.46,g/kg,,4.05,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1404.04,mg/kg,138.333,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,3.237,g/kg,,4.03,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1404.04,mg/kg,123.333,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.978,g/kg,,4,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1020.2,mg/kg,78.333,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.201,g/kg,,3.95,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,818.182,mg/kg,81.667,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,1.727,g/kg,,3.96,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1060.61,mg/kg,85,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,1.468,g/kg,,3.95,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1000,mg/kg,73.333,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,1.64,g/kg,,3.82,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,575.758,mg/kg,60,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,1.424,g/kg,,3.78,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1363.64,mg/kg,101.667,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,3.885,g/kg,,3.44,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,919.192,mg/kg,85,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.374,g/kg,,3.63,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1545.45,mg/kg,118.333,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.158,g/kg,,3.64,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,2111.11,mg/kg,160,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.245,g/kg,,3.68,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1545.45,mg/kg,101.667,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,1.381,g/kg,,3.64,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1747.47,mg/kg,151.667,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,1.899,g/kg,,3.75,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1707.07,mg/kg,125,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.417,g/kg,,3.63,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1747.47,mg/kg,121.667,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.331,g/kg,,3.66,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1707.07,mg/kg,110,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,1.77,g/kg,,3.98,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,2212.12,mg/kg,175,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.59,g/kg,,3.81,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,2454.55,mg/kg,166.667,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.417,g/kg,,3.78,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1727.27,mg/kg,136.667,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.331,g/kg,,3.78,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,2090.91,mg/kg,143.333,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,5.309,g/kg,,3.63,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,1828.28,mg/kg,111.667,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,1.64,g/kg,,3.86,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,2131.31,mg/kg,106.667,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,2.245,g/kg,,3.76,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Mou et al. 2021,https://doi.org/10.1016/j.catena.2021.105707,,,,,,N/A,N/A,N/A,N/A,23.17,112.51,,"Dinghu,China",,0,20,,Ultisols,forest,,,,,,,2017,bulk soil,N/A,N/A,N/A,N/A,2292.93,mg/kg,128.333,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,456.057,mg/kg,63.879,mg/kg,,,,,4.101,g/kg,,3.72,,,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Chen et al. 2021,,,,,,,,,,,37.92,117.92,,"Yellow River Delta, Shandong Prov_x0002_ince, China",,,,,,,,,,,,,,,,,,,223.37,mg/kg,106.63,mg/kg,,,,,,,,,,,,,,,158.086,mg/kg,25.24,mg/kg,,,,,1.08,g/kg,,8.1,,10.91,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Chen et al. 2021,,,,,,,,,,,37.92,117.92,,"Yellow River Delta, Shandong Prov_x0002_ince, China",,,,,,,,,,,,,,,,,,,337.57,mg/kg,98.5,mg/kg,,,,,,,,,,,,,,,158.086,mg/kg,25.24,mg/kg,,,,,1.28,g/kg,,8.16,,11.87,,,,,,
,,,,,,,Han et al. 2023,https://doi.org/10.1111/geb.13776,Chen et al. 2021,,,,,,,,,,,37.92,117.92,,"Yellow River Delta, Shandong Prov_x0002_ince, China",,,,,,,,,,,,,,,,,,,314.17,mg/kg,62.53,mg/kg,,,,,,,,,,,,,,,158.086,mg/kg,25.24,mg/kg,,,,,1.27,g/kg,,7.82,,12.98,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Sites,,,,N/A,N/A,N/A,N/A,North Latitude,East Longitude,N/A,N/A,N/A,0,20,N/A,N/A,Type,,,,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,Microbial biomass C (mg kg-1),,Microbial biomass N (mg kg-1),,,,,,Soil total N (g kg-1),,,Soil pH,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Maduo,ecosystem = meadow,,,N/A,N/A,N/A,N/A,"34°58' 21""","99°19' 1""",N/A,N/A,N/A,0,20,N/A,N/A,grassland,,,"Elymus nutans, Kobresia capillifolia",,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30430,mg/kg,25030,mg/kg,5400,mg/kg,,,,,612.21,,204.16,,,,,,4.84,,,8.1,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Maduo,ecosystem = meadow,,,N/A,N/A,N/A,N/A,"34°58' 21""","99°19' 1""",N/A,N/A,N/A,0,20,N/A,N/A,grassland,,,"Elymus nutans, Kobresia capillifolia",,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23580,mg/kg,18890,mg/kg,4690,mg/kg,,,,,636,,133.51,,,,,,5.21,,,8.3,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Maduo,ecosystem = meadow,,,N/A,N/A,N/A,N/A,"34°58' 21""","99°19' 1""",N/A,N/A,N/A,0,20,N/A,N/A,grassland,,,"Elymus nutans, Kobresia capillifolia",,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10920,mg/kg,8520,mg/kg,2400,mg/kg,,,,,586.14,,169,,,,,,3.01,,,8.12,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Maduo,,,,N/A,N/A,N/A,N/A,"33°37' 14""","97°11'36""",N/A,N/A,N/A,0,20,N/A,N/A,wetland,Wet meadow,,K. tibetica and Carex pamirensis,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93230,mg/kg,65630,mg/kg,27600,mg/kg,,,,,828.24,,112.88,,,,,,6.36,,,7.2,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Maduo,,,,N/A,N/A,N/A,N/A,"33°37' 14""","97°11'36""",N/A,N/A,N/A,0,20,N/A,N/A,wetland,Wet meadow,,K. tibetica and Carex pamirensis,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28150,mg/kg,22830,mg/kg,5320,mg/kg,,,,,711.61,,99.93,,,,,,6.11,,,7.6,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Maduo,,,,N/A,N/A,N/A,N/A,"33°37' 14""","97°11'36""",N/A,N/A,N/A,0,20,N/A,N/A,wetland,Wet meadow,,K. tibetica and Carex pamirensis,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21610,mg/kg,16490,mg/kg,5120,mg/kg,,,,,643,,94.28,,,,,,4.72,,,8.03,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Maduo,,,,N/A,N/A,N/A,N/A,"34°55' 14""","98°31' 0""",N/A,N/A,N/A,0,20,N/A,N/A,wetland,Fen,,C. pamirensis,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28740,mg/kg,22610,mg/kg,6130,mg/kg,,,,,676.17,,88.65,,,,,,8.78,,,7.4,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Maduo,,,,N/A,N/A,N/A,N/A,"34°55' 14""","98°31' 0""",N/A,N/A,N/A,0,20,N/A,N/A,wetland,Fen,,C. pamirensis,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83130,mg/kg,65770,mg/kg,17370,mg/kg,,,,,967.3,,133.85,,,,,,10.7,,,7.08,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Maduo,,,,N/A,N/A,N/A,N/A,"34°55' 14""","98°31' 0""",N/A,N/A,N/A,0,20,N/A,N/A,wetland,Fen,,C. pamirensis,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56730,mg/kg,37130,mg/kg,19610,mg/kg,,,,,1096.25,,139.1,,,,,,10.2,,,7.29,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Chengduo,ecosystem = meadow,,,N/A,N/A,N/A,N/A,"33°43' 10""","97°10'8""",N/A,N/A,N/A,0,20,N/A,N/A,grassland,,,"Elymus nutans, Kobresia capillifolia",,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11840,mg/kg,8850,mg/kg,2990,mg/kg,,,,,379.37,,70.74,,,,,,4.34,,,7.21,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Chengduo,ecosystem = meadow,,,N/A,N/A,N/A,N/A,"33°43' 10""","97°10'8""",N/A,N/A,N/A,0,20,N/A,N/A,grassland,,,"Elymus nutans, Kobresia capillifolia",,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9260,mg/kg,7140,mg/kg,2120,mg/kg,,,,,363.43,,63.54,,,,,,4.03,,,7.79,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Chengduo,ecosystem = meadow,,,N/A,N/A,N/A,N/A,"33°43' 10""","97°10'8""",N/A,N/A,N/A,0,20,N/A,N/A,grassland,,,"Elymus nutans, Kobresia capillifolia",,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15910,mg/kg,12430,mg/kg,3480,mg/kg,,,,,123.2,,23.16,,,,,,2.99,,,8.3,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Chengduo,,,,N/A,N/A,N/A,N/A,"33°58' 5""","97°20'44""",N/A,N/A,N/A,0,20,N/A,N/A,wetland,Wet meadow,,K. tibetica and Carex pamirensis,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17410,mg/kg,12630,mg/kg,4780,mg/kg,,,,,571.59,,96.92,,,,,,4.06,,,8.07,,,,,,,,
,,,,,,,,,Mou et al. 2025,https://doi.org/10.1016/j.catena.2025.109493,Dryad,Chengduo,,,,N/A,N/A,N/A,N/A,"33°58' 5""","97°20'44""",N/A,N/A,N/A,0,20,N/A,N/A,wetland,Wet meadow,,K. tibetica and Carex pamirensis,,,,2022,bulk soil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15660,mg/kg,11600,mg/kg,4060,mg/kg,,,,,349.19,,48.96,,,,,,3.32,,,8.22,,,,,,,,
